Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Education, legal, community service, arts, and media occupations: Educational instruction, and library occupations",S2401_C01_013,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_013,2022,2020,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Education, legal, community service, arts, and media occupations: Arts, design, entertainment, sports, and media occupations",S2401_C01_014,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_014,2022,2020,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Healthcare practitioners and technical occupations: Total",S2401_C01_015,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_015,2022,2020,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Healthcare practitioners and technical occupations: Health diagnosing and treating practitioners and other technical occupations",S2401_C01_016,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_016,2022,2020,tract
"Civilian employed population 16 years and over: Management, business, science, and arts occupations: Healthcare practitioners and technical occupations: Health technologists and technicians",S2401_C01_017,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_017,2022,2020,tract
Civilian employed population 16 years and over: Service occupations: Total,S2401_C01_018,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_018,2022,2020,tract
Civilian employed population 16 years and over: Service occupations: Healthcare support occupations,S2401_C01_019,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_019,2022,2020,tract
Civilian employed population 16 years and over: Service occupations: Protective service occupations: Total,S2401_C01_020,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_020,2022,2020,tract
"Civilian employed population 16 years and over: Service occupations: Protective service occupations: Firefighting and prevention, and other protective service workers including supervisors",S2401_C01_021,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_021,2022,2020,tract
Civilian employed population 16 years and over: Service occupations: Protective service occupations: Law enforcement workers including supervisors,S2401_C01_022,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_022,2022,2020,tract
Civilian employed population 16 years and over: Service occupations: Food preparation and serving related occupations,S2401_C01_023,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_023,2022,2020,tract
Civilian employed population 16 years and over: Service occupations: Building and grounds cleaning and maintenance occupations,S2401_C01_024,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_024,2022,2020,tract
Civilian employed population 16 years and over: Service occupations: Personal care and service occupations,S2401_C01_025,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_025,2022,2020,tract
Civilian employed population 16 years and over: Sales and office occupations: Total,S2401_C01_026,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_026,2022,2020,tract
Civilian employed population 16 years and over: Sales and office occupations: Sales and related occupations,S2401_C01_027,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_027,2022,2020,tract
Civilian employed population 16 years and over: Sales and office occupations: Office and administrative support occupations,S2401_C01_028,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_028,2022,2020,tract
"Civilian employed population 16 years and over: Natural resources, construction, and maintenance occupations: Total",S2401_C01_029,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_029,2022,2020,tract
"Civilian employed population 16 years and over: Natural resources, construction, and maintenance occupations: Farming, fishing, and forestry occupations",S2401_C01_030,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_030,2022,2020,tract
"Civilian employed population 16 years and over: Natural resources, construction, and maintenance occupations: Construction and extraction occupations",S2401_C01_031,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_031,2022,2020,tract
"Civilian employed population 16 years and over: Natural resources, construction, and maintenance occupations: Installation, maintenance, and repair occupations",S2401_C01_032,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_032,2022,2020,tract
"Civilian employed population 16 years and over: Production, transportation, and material moving occupations: Total",S2401_C01_033,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_033,2022,2020,tract
"Civilian employed population 16 years and over: Production, transportation, and material moving occupations: Production occupations",S2401_C01_034,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_034,2022,2020,tract
"Civilian employed population 16 years and over: Production, transportation, and material moving occupations: Transportation occupations",S2401_C01_035,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_035,2022,2020,tract
"Civilian employed population 16 years and over: Production, transportation, and material moving occupations: Material moving occupations",S2401_C01_036,Occupation by Sex for the Civilian Employed Population 16 Years and Over,American Community Survey,acs/acs5/subject,S2401_C01_036,2022,2020,tract
Total,B08534_001,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_001,2022,2020,tract
Less than 10 minutes: All modes,B08534_002,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_002,2022,2020,tract
10 to 14 minutes: All modes,B08534_003,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_003,2022,2020,tract
15 to 19 minutes: All modes,B08534_004,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_004,2022,2020,tract
20 to 24 minutes: All modes,B08534_005,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_005,2022,2020,tract
25 to 29 minutes: All modes,B08534_006,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_006,2022,2020,tract
30 to 34 minutes: All modes,B08534_007,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_007,2022,2020,tract
35 to 44 minutes: All modes,B08534_008,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_008,2022,2020,tract
45 to 59 minutes: All modes,B08534_009,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_009,2022,2020,tract
60 or more minutes: All modes,B08534_010,Means of Transportation to Work by Travel Time to Work for Workplace Geography,American Community Survey,acs/acs5,B08534_010,2022,2020,tract
"Car, truck, or van: Total",B08534_011,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_011,2022,2020,tract
"Car, truck, or van: Less than 10 minutes",B08534_012,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_012,2022,2020,tract
"Car, truck, or van: 10 to 14 minutes",B08534_013,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_013,2022,2020,tract
"Car, truck, or van: 15 to 19 minutes",B08534_014,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_014,2022,2020,tract
"Car, truck, or van: 20 to 24 minutes",B08534_015,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_015,2022,2020,tract
"Car, truck, or van: 25 to 29 minutes",B08534_016,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_016,2022,2020,tract
"Car, truck, or van: 30 to 34 minutes",B08534_017,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_017,2022,2020,tract
"Car, truck, or van: 35 to 44 minutes",B08534_018,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_018,2022,2020,tract
"Car, truck, or van: 45 to 59 minutes",B08534_019,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_019,2022,2020,tract
"Car, truck, or van: 60 or more minutes",B08534_020,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_020,2022,2020,tract
"Car, truck, or van: Drove alone: Total",B08534_021,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_021,2022,2020,tract
"Car, truck, or van: Drove alone: Less than 10 minutes",B08534_022,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_022,2022,2020,tract
"Car, truck, or van: Drove alone: 10 to 14 minutes",B08534_023,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_023,2022,2020,tract
"Car, truck, or van: Drove alone: 15 to 19 minutes",B08534_024,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_024,2022,2020,tract
"Car, truck, or van: Drove alone: 20 to 24 minutes",B08534_025,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_025,2022,2020,tract
"Car, truck, or van: Drove alone: 25 to 29 minutes",B08534_026,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_026,2022,2020,tract
"Car, truck, or van: Drove alone: 30 to 34 minutes",B08534_027,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_027,2022,2020,tract
"Car, truck, or van: Drove alone: 35 to 44 minutes",B08534_028,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_028,2022,2020,tract
"Car, truck, or van: Drove alone: 45 to 59 minutes",B08534_029,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_029,2022,2020,tract
"Car, truck, or van: Drove alone: 60 or more minutes",B08534_030,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_030,2022,2020,tract
"Car, truck, or van: Carpooled: Total",B08534_031,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_031,2022,2020,tract
"Car, truck, or van: Carpooled: Less than 10 minutes",B08534_032,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_032,2022,2020,tract
"Car, truck, or van: Carpooled: 10 to 14 minutes",B08534_033,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_033,2022,2020,tract
"Car, truck, or van: Carpooled: 15 to 19 minutes",B08534_034,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_034,2022,2020,tract
"Car, truck, or van: Carpooled: 20 to 24 minutes",B08534_035,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_035,2022,2020,tract
"Car, truck, or van: Carpooled: 25 to 29 minutes",B08534_036,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_036,2022,2020,tract
"Car, truck, or van: Carpooled: 30 to 34 minutes",B08534_037,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_037,2022,2020,tract
"Car, truck, or van: Carpooled: 35 to 44 minutes",B08534_038,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_038,2022,2020,tract
"Car, truck, or van: Carpooled: 45 to 59 minutes",B08534_039,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_039,2022,2020,tract
"Car, truck, or van: Carpooled: 60 or more minutes",B08534_040,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_040,2022,2020,tract
"Car, truck, or van: Carpooled: In 2-person carpool: Total",B08534_041,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_041,2022,2020,tract
"Car, truck, or van: Carpooled: In 2-person carpool: Less than 10 minutes",B08534_042,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_042,2022,2020,tract
"Car, truck, or van: Carpooled: In 2-person carpool: 10 to 14 minutes",B08534_043,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_043,2022,2020,tract
"Car, truck, or van: Carpooled: In 2-person carpool: 15 to 19 minutes",B08534_044,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_044,2022,2020,tract
"Car, truck, or van: Carpooled: In 2-person carpool: 20 to 24 minutes",B08534_045,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_045,2022,2020,tract
"Car, truck, or van: Carpooled: In 2-person carpool: 25 to 29 minutes",B08534_046,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_046,2022,2020,tract
"Car, truck, or van: Carpooled: In 2-person carpool: 30 to 34 minutes",B08534_047,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_047,2022,2020,tract
"Car, truck, or van: Carpooled: In 2-person carpool: 35 to 44 minutes",B08534_048,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_048,2022,2020,tract
"Car, truck, or van: Carpooled: In 2-person carpool: 45 to 59 minutes",B08534_049,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_049,2022,2020,tract
"Car, truck, or van: Carpooled: In 2-person carpool: 60 or more minutes",B08534_050,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_050,2022,2020,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: Total",B08534_051,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_051,2022,2020,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: Less than 10 minutes",B08534_052,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_052,2022,2020,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: 10 to 14 minutes",B08534_053,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_053,2022,2020,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: 15 to 19 minutes",B08534_054,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_054,2022,2020,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: 20 to 24 minutes",B08534_055,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_055,2022,2020,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: 25 to 29 minutes",B08534_056,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_056,2022,2020,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: 30 to 34 minutes",B08534_057,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_057,2022,2020,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: 35 to 44 minutes",B08534_058,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_058,2022,2020,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: 45 to 59 minutes",B08534_059,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_059,2022,2020,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool: 60 or more minutes",B08534_060,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_060,2022,2020,tract
Public transportation (excluding taxicab): Total,B08534_061,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_061,2022,2020,tract
Public transportation (excluding taxicab): Less than 10 minutes,B08534_062,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_062,2022,2020,tract
Public transportation (excluding taxicab): 10 to 14 minutes,B08534_063,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_063,2022,2020,tract
Public transportation (excluding taxicab): 15 to 19 minutes,B08534_064,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_064,2022,2020,tract
Public transportation (excluding taxicab): 20 to 24 minutes,B08534_065,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_065,2022,2020,tract
Public transportation (excluding taxicab): 25 to 29 minutes,B08534_066,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_066,2022,2020,tract
Public transportation (excluding taxicab): 30 to 34 minutes,B08534_067,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_067,2022,2020,tract
Public transportation (excluding taxicab): 35 to 44 minutes,B08534_068,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_068,2022,2020,tract
Public transportation (excluding taxicab): 45 to 59 minutes,B08534_069,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_069,2022,2020,tract
Public transportation (excluding taxicab): 60 or more minutes,B08534_070,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_070,2022,2020,tract
Public transportation (excluding taxicab): Bus: Total,B08534_071,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_071,2022,2020,tract
Public transportation (excluding taxicab): Bus: Less than 10 minutes,B08534_072,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_072,2022,2020,tract
Public transportation (excluding taxicab): Bus: 10 to 14 minutes,B08534_073,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_073,2022,2020,tract
Public transportation (excluding taxicab): Bus: 15 to 19 minutes,B08534_074,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_074,2022,2020,tract
Public transportation (excluding taxicab): Bus: 20 to 24 minutes,B08534_075,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_075,2022,2020,tract
Public transportation (excluding taxicab): Bus: 25 to 29 minutes,B08534_076,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_076,2022,2020,tract
Public transportation (excluding taxicab): Bus: 30 to 34 minutes,B08534_077,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_077,2022,2020,tract
Public transportation (excluding taxicab): Bus: 35 to 44 minutes,B08534_078,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_078,2022,2020,tract
Public transportation (excluding taxicab): Bus: 45 to 59 minutes,B08534_079,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_079,2022,2020,tract
Public transportation (excluding taxicab): Bus: 60 or more minutes,B08534_080,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_080,2022,2020,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): Total",B08534_081,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_081,2022,2020,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): Less than 10 minutes",B08534_082,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_082,2022,2020,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): 10 to 14 minutes",B08534_083,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_083,2022,2020,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): 15 to 19 minutes",B08534_084,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_084,2022,2020,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): 20 to 24 minutes",B08534_085,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_085,2022,2020,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): 25 to 29 minutes",B08534_086,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_086,2022,2020,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): 30 to 34 minutes",B08534_087,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_087,2022,2020,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): 35 to 44 minutes",B08534_088,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_088,2022,2020,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): 45 to 59 minutes",B08534_089,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_089,2022,2020,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): 60 or more minutes",B08534_090,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_090,2022,2020,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: Total,B08534_091,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_091,2022,2020,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: Less than 10 minutes,B08534_092,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_092,2022,2020,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: 10 to 14 minutes,B08534_093,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_093,2022,2020,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: 15 to 19 minutes,B08534_094,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_094,2022,2020,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: 20 to 24 minutes,B08534_095,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_095,2022,2020,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: 25 to 29 minutes,B08534_096,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_096,2022,2020,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: 30 to 34 minutes,B08534_097,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_097,2022,2020,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: 35 to 44 minutes,B08534_098,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_098,2022,2020,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: 45 to 59 minutes,B08534_099,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_099,2022,2020,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: 60 or more minutes,B08534_100,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_100,2022,2020,tract
Walked: Total,B08534_101,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_101,2022,2020,tract
Walked: Less than 10 minutes,B08534_102,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_102,2022,2020,tract
Walked: 10 to 14 minutes,B08534_103,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_103,2022,2020,tract
Walked: 15 to 19 minutes,B08534_104,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_104,2022,2020,tract
Walked: 20 to 24 minutes,B08534_105,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_105,2022,2020,tract
