"State","Zip Code","Program","Participants"
"CA","90402","Au Pair","7"
"CA","90403","Au Pair","6"
"CA","90404","Au Pair","1"
"CA","90405","Au Pair","5"
"CA","90501","Au Pair","2"
"CA","90502","Au Pair","1"
"CA","90503","Au Pair","1"
"CA","90504","Au Pair","3"
"CA","90505","Au Pair","2"
"CA","90601","Au Pair","1"
"CA","90620","Au Pair","1"
"CA","90630","Au Pair","1"
"CA","90631","Au Pair","1"
"CA","90640","Au Pair","1"
"CA","90670","Au Pair","1"
"CA","90703","Au Pair","1"
"CA","90712","Au Pair","1"
"CA","90713","Au Pair","1"
"CA","90717","Au Pair","1"
"CA","90720","Au Pair","3"
"CA","90731","Au Pair","1"
"CA","90732","Au Pair","1"
"CA","90740","Au Pair","1"
"CA","90755","Au Pair","3"
"CA","90803","Au Pair","3"
"CA","90804","Au Pair","2"
"CA","90808","Au Pair","4"
"CA","90814","Au Pair","2"
"CA","91001","Au Pair","4"
"CA","91007","Au Pair","1"
"CA","91011","Au Pair","5"
"CA","91016","Au Pair","1"
"CA","91030","Au Pair","6"
"CA","91042","Au Pair","1"
"CA","91101","Au Pair","1"
"CA","91103","Au Pair","1"
"CA","91104","Au Pair","2"
"CA","91106","Au Pair","1"
"CA","91107","Au Pair","1"
"CA","91108","Au Pair","1"
"CA","91201","Au Pair","2"
"CA","91206","Au Pair","1"
"CA","91208","Au Pair","2"
"CA","91214","Au Pair","2"
"CA","91301","Au Pair","6"
"CA","91302","Au Pair","11"
"CA","91306","Au Pair","2"
"CA","91307","Au Pair","4"
"CA","91311","Au Pair","1"
"CA","91316","Au Pair","8"
"CA","91320","Au Pair","4"
"CA","91321","Au Pair","2"
"CA","91326","Au Pair","6"
"CA","91344","Au Pair","2"
"CA","91345","Au Pair","3"
"CA","91350","Au Pair","2"
"CA","91351","Au Pair","1"
"CA","91354","Au Pair","2"
"CA","91356","Au Pair","4"
"CA","91360","Au Pair","8"
"CA","91361","Au Pair","9"
"CA","91362","Au Pair","4"
"CA","91364","Au Pair","7"
"CA","91367","Au Pair","2"
"CA","91377","Au Pair","2"
"CA","91381","Au Pair","2"
"CA","91387","Au Pair","2"
"CA","91390","Au Pair","2"
"CA","91401","Au Pair","3"
"CA","91403","Au Pair","7"
"CA","91406","Au Pair","3"
"CA","91411","Au Pair","1"
"CA","91423","Au Pair","8"
"CA","91436","Au Pair","8"
"CA","91504","Au Pair","1"
"CA","91506","Au Pair","1"
"CA","91601","Au Pair","1"
"CA","91602","Au Pair","1"
"CA","91604","Au Pair","5"
"CA","91607","Au Pair","7"
"CA","91709","Au Pair","2"
"CA","91711","Au Pair","3"
"CA","91722","Au Pair","1"
"CA","91750","Au Pair","2"
"CA","91761","Au Pair","1"
"CA","91765","Au Pair","1"
"CA","91770","Au Pair","1"
"CA","91775","Au Pair","1"
"CA","91780","Au Pair","1"
"CA","91784","Au Pair","1"
"CA","91789","Au Pair","1"
"CA","91901","Au Pair","4"
"CA","91902","Au Pair","1"
"CA","91913","Au Pair","6"
"CA","91914","Au Pair","1"
"CA","91915","Au Pair","2"
"CA","91941","Au Pair","3"
"CA","91942","Au Pair","1"
"CA","91945","Au Pair","1"
"CA","91977","Au Pair","2"
"CA","92003","Au Pair","1"
"CA","92008","Au Pair","3"
"CA","92009","Au Pair","20"
"CA","92010","Au Pair","7"
"CA","92011","Au Pair","2"
"CA","92014","Au Pair","7"
"CA","92020","Au Pair","3"
"CA","92021","Au Pair","1"
"CA","92024","Au Pair","17"
"CA","92026","Au Pair","2"
"CA","92027","Au Pair","1"
"CA","92028","Au Pair","6"
"CA","92029","Au Pair","5"
"CA","92037","Au Pair","10"
"CA","92040","Au Pair","1"
"CA","92054","Au Pair","1"
"CA","92056","Au Pair","2"
"CA","92057","Au Pair","6"
"CA","92064","Au Pair","9"
"CA","92065","Au Pair","2"
"CA","92067","Au Pair","9"
"CA","92071","Au Pair","4"
"CA","92075","Au Pair","4"
"CA","92078","Au Pair","7"
"CA","92081","Au Pair","1"
"CA","92082","Au Pair","2"
"CA","92084","Au Pair","2"
"CA","92091","Au Pair","2"
"CA","92102","Au Pair","4"
"CA","92103","Au Pair","5"
"CA","92104","Au Pair","2"
"CA","92106","Au Pair","1"
"CA","92107","Au Pair","1"
"CA","92109","Au Pair","5"
"CA","92110","Au Pair","2"
"CA","92111","Au Pair","2"
"CA","92115","Au Pair","2"
"CA","92116","Au Pair","2"
"CA","92117","Au Pair","3"
"CA","92118","Au Pair","4"
"CA","92119","Au Pair","1"
"CA","92120","Au Pair","1"
"CA","92122","Au Pair","2"
"CA","92123","Au Pair","2"
"CA","92124","Au Pair","2"
"CA","92126","Au Pair","3"
"CA","92127","Au Pair","11"
"CA","92128","Au Pair","8"
"CA","92129","Au Pair","3"
"CA","92130","Au Pair","22"
"CA","92131","Au Pair","5"
"CA","92139","Au Pair","1"
"CA","92211","Au Pair","3"
"CA","92234","Au Pair","2"
"CA","92253","Au Pair","3"
"CA","92256","Au Pair","1"
"CA","92260","Au Pair","1"
"CA","92262","Au Pair","2"
"CA","92270","Au Pair","4"
"CA","92301","Au Pair","1"
"CA","92310","Au Pair","1"
"CA","92336","Au Pair","2"
"CA","92346","Au Pair","1"
"CA","92373","Au Pair","2"
"CA","92374","Au Pair","1"
"CA","92399","Au Pair","2"
"CA","92503","Au Pair","2"
"CA","92506","Au Pair","1"
"CA","92507","Au Pair","1"
"CA","92508","Au Pair","2"
"CA","92509","Au Pair","1"
"CA","92530","Au Pair","3"
"CA","92561","Au Pair","1"
"CA","92562","Au Pair","2"
"CA","92563","Au Pair","5"
"CA","92584","Au Pair","3"
"CA","92591","Au Pair","4"
"CA","92592","Au Pair","9"
"CA","92596","Au Pair","5"
"CA","92602","Au Pair","5"
"CA","92603","Au Pair","4"
"CA","92604","Au Pair","5"
"CA","92610","Au Pair","5"
"CA","92612","Au Pair","1"
"CA","92617","Au Pair","1"
"CA","92618","Au Pair","7"
"CA","92620","Au Pair","7"
"CA","92625","Au Pair","2"
"CA","92626","Au Pair","1"
"CA","92627","Au Pair","5"
"CA","92629","Au Pair","2"
"CA","92630","Au Pair","6"
"CA","92646","Au Pair","7"
"CA","92649","Au Pair","2"
"CA","92651","Au Pair","4"
"CA","92653","Au Pair","2"
"CA","92656","Au Pair","4"
"CA","92657","Au Pair","6"
"CA","92660","Au Pair","8"
"CA","92663","Au Pair","1"
"CA","92672","Au Pair","4"
"CA","92673","Au Pair","8"
"CA","92675","Au Pair","5"
"CA","92677","Au Pair","11"
"CA","92679","Au Pair","7"
"CA","92691","Au Pair","3"
"CA","92692","Au Pair","3"
"CA","92694","Au Pair","10"
"CA","92704","Au Pair","1"
"CA","92705","Au Pair","1"
"CA","92708","Au Pair","1"
"CA","92782","Au Pair","4"
"CA","92807","Au Pair","5"
"CA","92808","Au Pair","1"
"CA","92821","Au Pair","1"
"CA","92831","Au Pair","1"
"CA","92833","Au Pair","2"
"CA","92860","Au Pair","2"
"CA","92861","Au Pair","1"
"CA","92865","Au Pair","1"
"CA","92866","Au Pair","1"
"CA","92867","Au Pair","1"
"CA","92869","Au Pair","2"
"CA","92870","Au Pair","1"
"CA","92880","Au Pair","3"
"CA","92881","Au Pair","1"
"CA","92882","Au Pair","3"
"CA","92886","Au Pair","5"
"CA","92887","Au Pair","3"
"CA","93001","Au Pair","2"
"CA","93003","Au Pair","1"
"CA","93010","Au Pair","1"
"CA","93013","Au Pair","1"
"CA","93015","Au Pair","1"
"CA","93021","Au Pair","2"
"CA","93023","Au Pair","3"
"CA","93035","Au Pair","2"
"CA","93036","Au Pair","1"
"CA","93063","Au Pair","1"
"CA","93065","Au Pair","3"
"CA","93105","Au Pair","6"
"CA","93108","Au Pair","3"
"CA","93109","Au Pair","1"
"CA","93110","Au Pair","2"
"CA","93111","Au Pair","4"
"CA","93117","Au Pair","4"
"CA","93291","Au Pair","2"
"CA","93311","Au Pair","1"
"CA","93312","Au Pair","1"
"CA","93314","Au Pair","2"
"CA","93401","Au Pair","4"
"CA","93402","Au Pair","2"
"CA","93420","Au Pair","3"
"CA","93422","Au Pair","7"
"CA","93427","Au Pair","4"
"CA","93428","Au Pair","1"
"CA","93436","Au Pair","1"
"CA","93441","Au Pair","2"
"CA","93444","Au Pair","1"
"CA","93445","Au Pair","1"
"CA","93449","Au Pair","3"
"CA","93455","Au Pair","1"
"CA","93460","Au Pair","1"
"CA","93463","Au Pair","1"
"CA","93465","Au Pair","1"
"CA","93534","Au Pair","1"
"CA","93536","Au Pair","2"
"CA","93551","Au Pair","1"
"CA","93611","Au Pair","3"
"CA","93612","Au Pair","1"
"CA","93619","Au Pair","5"
"CA","93626","Au Pair","1"
"CA","93711","Au Pair","2"
"CA","93720","Au Pair","2"
"CA","93730","Au Pair","3"
"CA","93906","Au Pair","1"
"CA","93907","Au Pair","1"
"CA","93908","Au Pair","1"
"CA","93921","Au Pair","1"
"CA","93923","Au Pair","5"
"CA","93933","Au Pair","1"
"CA","93940","Au Pair","3"
"CA","93955","Au Pair","2"
"CA","94002","Au Pair","13"
"CA","94010","Au Pair","54"
"CA","94014","Au Pair","1"
"CA","94015","Au Pair","5"
"CA","94018","Au Pair","3"
"CA","94019","Au Pair","5"
"CA","94022","Au Pair","14"
"CA","94024","Au Pair","29"
"CA","94025","Au Pair","38"
"CA","94027","Au Pair","9"
"CA","94028","Au Pair","10"
"CA","94030","Au Pair","9"
"CA","94037","Au Pair","4"
"CA","94038","Au Pair","1"
"CA","94040","Au Pair","10"
"CA","94041","Au Pair","1"
"CA","94043","Au Pair","9"
"CA","94044","Au Pair","7"
"CA","94060","Au Pair","1"
"CA","94061","Au Pair","13"
"CA","94062","Au Pair","33"
"CA","94063","Au Pair","3"
"CA","94065","Au Pair","4"
"CA","94066","Au Pair","2"
"CA","94070","Au Pair","23"
"CA","94080","Au Pair","3"
"CA","94086","Au Pair","9"
"CA","94087","Au Pair","9"
"CA","94089","Au Pair","2"
"CA","94102","Au Pair","2"
"CA","94105","Au Pair","3"
"CA","94107","Au Pair","7"
"CA","94108","Au Pair","1"
"CA","94109","Au Pair","5"
"CA","94110","Au Pair","18"
"CA","94112","Au Pair","5"
"CA","94114","Au Pair","28"
"CA","94115","Au Pair","7"
"CA","94116","Au Pair","17"
"CA","94117","Au Pair","12"
"CA","94118","Au Pair","18"
"CA","94121","Au Pair","17"
"CA","94122","Au Pair","8"
"CA","94123","Au Pair","13"
"CA","94124","Au Pair","4"
"CA","94127","Au Pair","23"
"CA","94129","Au Pair","2"
"CA","94131","Au Pair","21"
"CA","94132","Au Pair","2"
"CA","94133","Au Pair","3"
"CA","94134","Au Pair","3"
"CA","94158","Au Pair","1"
"CA","94301","Au Pair","6"
"CA","94303","Au Pair","10"
"CA","94304","Au Pair","3"
"CA","94305","Au Pair","4"
"CA","94306","Au Pair","11"
"CA","94401","Au Pair","10"
"CA","94402","Au Pair","18"
"CA","94403","Au Pair","16"
"CA","94404","Au Pair","6"
"CA","94501","Au Pair","17"
"CA","94502","Au Pair","2"
"CA","94505","Au Pair","1"
"CA","94506","Au Pair","20"
"CA","94507","Au Pair","22"
"CA","94510","Au Pair","4"
"CA","94511","Au Pair","1"
"CA","94513","Au Pair","6"
"CA","94517","Au Pair","2"
"CA","94518","Au Pair","2"
"CA","94519","Au Pair","4"
"CA","94520","Au Pair","1"
"CA","94521","Au Pair","4"
"CA","94523","Au Pair","8"
"CA","94526","Au Pair","18"
"CA","94528","Au Pair","1"
"CA","94530","Au Pair","3"
"CA","94531","Au Pair","1"
"CA","94533","Au Pair","5"
"CA","94534","Au Pair","4"
"CA","94536","Au Pair","5"
"CA","94538","Au Pair","5"
"CA","94539","Au Pair","5"
"CA","94541","Au Pair","1"
"CA","94542","Au Pair","2"
"CA","94546","Au Pair","3"
"CA","94549","Au Pair","39"
"CA","94550","Au Pair","12"
"CA","94551","Au Pair","4"
"CA","94552","Au Pair","6"
"CA","94553","Au Pair","9"
"CA","94555","Au Pair","2"
"CA","94556","Au Pair","11"
"CA","94558","Au Pair","7"
"CA","94559","Au Pair","2"
"CA","94560","Au Pair","6"
"CA","94561","Au Pair","2"
"CA","94563","Au Pair","39"
"CA","94566","Au Pair","10"
"CA","94568","Au Pair","18"
"CA","94574","Au Pair","1"
"CA","94577","Au Pair","1"
"CA","94578","Au Pair","1"
"CA","94582","Au Pair","6"
"CA","94583","Au Pair","10"
"CA","94586","Au Pair","1"
"CA","94587","Au Pair","2"
"CA","94588","Au Pair","4"
"CA","94590","Au Pair","1"
"CA","94591","Au Pair","3"
"CA","94592","Au Pair","1"
"CA","94595","Au Pair","13"
"CA","94596","Au Pair","12"
"CA","94597","Au Pair","8"
"CA","94598","Au Pair","18"
"CA","94602","Au Pair","11"
"CA","94605","Au Pair","8"
"CA","94606","Au Pair","3"
"CA","94607","Au Pair","5"
"CA","94608","Au Pair","2"
"CA","94609","Au Pair","3"
"CA","94610","Au Pair","22"
"CA","94611","Au Pair","52"
"CA","94612","Au Pair","1"
"CA","94618","Au Pair","19"
"CA","94619","Au Pair","5"
"CA","94702","Au Pair","1"
"CA","94703","Au Pair","3"
"CA","94705","Au Pair","13"
"CA","94706","Au Pair","3"
"CA","94707","Au Pair","8"
"CA","94708","Au Pair","5"
"CA","94709","Au Pair","2"
"CA","94801","Au Pair","2"
"CA","94803","Au Pair","4"
"CA","94806","Au Pair","2"
"CA","94901","Au Pair","19"
"CA","94903","Au Pair","14"
"CA","94904","Au Pair","15"
"CA","94920","Au Pair","30"
"CA","94925","Au Pair","14"
"CA","94928","Au Pair","2"
"CA","94930","Au Pair","2"
"CA","94933","Au Pair","1"
"CA","94939","Au Pair","11"
"CA","94941","Au Pair","42"
"CA","94945","Au Pair","2"
"CA","94947","Au Pair","4"
"CA","94949","Au Pair","2"
"CA","94952","Au Pair","5"
"CA","94954","Au Pair","5"
"CA","94957","Au Pair","5"
"CA","94960","Au Pair","25"
"CA","94965","Au Pair","7"
"CA","94972","Au Pair","1"
"CA","95003","Au Pair","3"
"CA","95005","Au Pair","3"
"CA","95006","Au Pair","1"
"CA","95008","Au Pair","7"
"CA","95014","Au Pair","7"
"CA","95020","Au Pair","7"
"CA","95023","Au Pair","1"
"CA","95030","Au Pair","13"
"CA","95032","Au Pair","9"
"CA","95033","Au Pair","8"
"CA","95035","Au Pair","4"
"CA","95037","Au Pair","6"
"CA","95050","Au Pair","3"
"CA","95051","Au Pair","3"
"CA","95054","Au Pair","4"
"CA","95060","Au Pair","6"
"CA","95062","Au Pair","1"
"CA","95065","Au Pair","4"
"CA","95066","Au Pair","5"
"CA","95070","Au Pair","6"
"CA","95073","Au Pair","4"
"CA","95076","Au Pair","2"
"CA","95111","Au Pair","1"
"CA","95112","Au Pair","2"
"CA","95113","Au Pair","1"
"CA","95116","Au Pair","1"
"CA","95117","Au Pair","2"
"CA","95118","Au Pair","2"
"CA","95120","Au Pair","14"
"CA","95121","Au Pair","1"
"CA","95123","Au Pair","4"
"CA","95124","Au Pair","7"
"CA","95125","Au Pair","22"
"CA","95126","Au Pair","3"
"CA","95127","Au Pair","2"
"CA","95128","Au Pair","3"
"CA","95129","Au Pair","1"
"CA","95130","Au Pair","2"
"CA","95131","Au Pair","2"
"CA","95132","Au Pair","1"
"CA","95136","Au Pair","2"
"CA","95138","Au Pair","5"
"CA","95139","Au Pair","3"
"CA","95148","Au Pair","1"
"CA","95209","Au Pair","1"
"CA","95212","Au Pair","1"
"CA","95219","Au Pair","1"
"CA","95242","Au Pair","5"
"CA","95330","Au Pair","3"
"CA","95338","Au Pair","2"
"CA","95355","Au Pair","1"
"CA","95361","Au Pair","1"
"CA","95376","Au Pair","1"
"CA","95377","Au Pair","2"
"CA","95391","Au Pair","1"
"CA","95404","Au Pair","7"
"CA","95405","Au Pair","5"
"CA","95407","Au Pair","1"
"CA","95409","Au Pair","2"
"CA","95436","Au Pair","1"
"CA","95441","Au Pair","1"
"CA","95448","Au Pair","5"
"CA","95449","Au Pair","1"
"CA","95472","Au Pair","4"
"CA","95476","Au Pair","7"
"CA","95603","Au Pair","2"
"CA","95605","Au Pair","2"
"CA","95608","Au Pair","3"
"CA","95610","Au Pair","1"
"CA","95616","Au Pair","7"
"CA","95618","Au Pair","9"
"CA","95620","Au Pair","2"
"CA","95628","Au Pair","5"
"CA","95630","Au Pair","6"
"CA","95631","Au Pair","1"
"CA","95632","Au Pair","1"
"CA","95648","Au Pair","4"
"CA","95650","Au Pair","2"
"CA","95661","Au Pair","3"
"CA","95662","Au Pair","1"
"CA","95664","Au Pair","1"
"CA","95667","Au Pair","4"
"CA","95670","Au Pair","2"
"CA","95677","Au Pair","3"
"CA","95678","Au Pair","1"
"CA","95682","Au Pair","1"
"CA","95687","Au Pair","4"
"CA","95688","Au Pair","7"
"CA","95691","Au Pair","3"
"CA","95693","Au Pair","1"
"CA","95695","Au Pair","2"
"CA","95742","Au Pair","3"
"CA","95746","Au Pair","7"
"CA","95747","Au Pair","9"
"CA","95757","Au Pair","7"
"CA","95758","Au Pair","3"
"CA","95762","Au Pair","10"
"CA","95765","Au Pair","3"
"CA","95776","Au Pair","2"
"CA","95818","Au Pair","3"
"CA","95819","Au Pair","6"
"CA","95821","Au Pair","2"
"CA","95829","Au Pair","1"
"CA","95831","Au Pair","1"
"CA","95834","Au Pair","3"
"CA","95835","Au Pair","2"
"CA","95837","Au Pair","1"
"CA","95864","Au Pair","11"
"CA","95945","Au Pair","2"
"CA","95959","Au Pair","2"
"CA","95973","Au Pair","1"
"CA","96141","Au Pair","1"
"CA","96143","Au Pair","1"
"CA","96145","Au Pair","2"
"CA","96148","Au Pair","1"
"CA","96150","Au Pair","3"
"CA","96161","Au Pair","14"
"CA","90010","Camp Counselor","10"
"CA","90024","Camp Counselor","88"
"CA","90036","Camp Counselor","3"
"CA","90291","Camp Counselor","2"
"CA","90505","Camp Counselor","4"
"CA","90704","Camp Counselor","16"
"CA","90808","Camp Counselor","2"
"CA","90815","Camp Counselor","3"
"CA","91030","Camp Counselor","3"
"CA","91208","Camp Counselor","14"
"CA","91302","Camp Counselor","9"
"CA","91320","Camp Counselor","3"
"CA","91342","Camp Counselor","55"
"CA","91355","Camp Counselor","1"
"CA","91401","Camp Counselor","4"
"CA","91711","Camp Counselor","6"
"CA","91780","Camp Counselor","2"
"CA","91932","Camp Counselor","1"
"CA","92003","Camp Counselor","13"
"CA","92024","Camp Counselor","1"
"CA","92025","Camp Counselor","2"
"CA","92036","Camp Counselor","13"
"CA","92037","Camp Counselor","9"
"CA","92056","Camp Counselor","3"
"CA","92105","Camp Counselor","2"
"CA","92109","Camp Counselor","1"
"CA","92211","Camp Counselor","1"
"CA","92305","Camp Counselor","29"
"CA","92315","Camp Counselor","8"
"CA","92317","Camp Counselor","1"
"CA","92333","Camp Counselor","13"
"CA","92374","Camp Counselor","48"
"CA","92382","Camp Counselor","71"
"CA","92549","Camp Counselor","2"
"CA","92708","Camp Counselor","1"
"CA","93013","Camp Counselor","1"
"CA","93023","Camp Counselor","51"
"CA","93064","Camp Counselor","12"
"CA","93108","Camp Counselor","1"
"CA","93109","Camp Counselor","5"
"CA","93225","Camp Counselor","10"
"CA","93226","Camp Counselor","7"
"CA","93428","Camp Counselor","4"
"CA","93532","Camp Counselor","14"
"CA","93546","Camp Counselor","2"
"CA","93601","Camp Counselor","17"
"CA","93633","Camp Counselor","5"
"CA","93634","Camp Counselor","46"
"CA","93641","Camp Counselor","9"
"CA","93657","Camp Counselor","12"
"CA","93669","Camp Counselor","6"
"CA","93924","Camp Counselor","2"
"CA","94020","Camp Counselor","19"
"CA","94021","Camp Counselor","12"
"CA","94027","Camp Counselor","8"
"CA","94043","Camp Counselor","7"
"CA","94061","Camp Counselor","2"
"CA","94117","Camp Counselor","9"
"CA","94301","Camp Counselor","1"
"CA","94303","Camp Counselor","7"
"CA","94501","Camp Counselor","1"
"CA","94556","Camp Counselor","1"
"CA","94598","Camp Counselor","8"
"CA","94607","Camp Counselor","1"
"CA","94608","Camp Counselor","2"
"CA","94720","Camp Counselor","41"
"CA","94901","Camp Counselor","8"
"CA","94930","Camp Counselor","13"
"CA","94954","Camp Counselor","2"
"CA","95006","Camp Counselor","15"
"CA","95014","Camp Counselor","4"
"CA","95073","Camp Counselor","51"
"CA","95076","Camp Counselor","33"
"CA","95223","Camp Counselor","26"
"CA","95321","Camp Counselor","18"
"CA","95364","Camp Counselor","1"
"CA","95403","Camp Counselor","10"
"CA","95404","Camp Counselor","15"
"CA","95409","Camp Counselor","1"
"CA","95421","Camp Counselor","9"
"CA","95437","Camp Counselor","17"
"CA","95448","Camp Counselor","24"
"CA","95465","Camp Counselor","2"
"CA","95472","Camp Counselor","1"
"CA","95521","Camp Counselor","1"
"CA","95618","Camp Counselor","2"
"CA","95726","Camp Counselor","22"
"CA","95818","Camp Counselor","1"
"CA","95821","Camp Counselor","2"
"CA","95959","Camp Counselor","22"
"CA","96013","Camp Counselor","1"
"CA","96041","Camp Counselor","7"
"CA","96103","Camp Counselor","19"
"CA","96124","Camp Counselor","6"
"CA","96130","Camp Counselor","1"
"CA","96150","Camp Counselor","7"
"CA","90002","Government Visitor","1"
"CA","90008","Government Visitor","2"
"CA","90013","Government Visitor","5"
"CA","90038","Government Visitor","1"
"CA","90505","Government Visitor","2"
"CA","91107","Government Visitor","1"
"CA","91302","Government Visitor","1"
"CA","92373","Government Visitor","5"
"CA","93012","Government Visitor","2"
"CA","93226","Government Visitor","5"
"CA","93621","Government Visitor","4"
"CA","93706","Government Visitor","1"
"CA","94010","Government Visitor","2"
"CA","94025","Government Visitor","7"
"CA","94043","Government Visitor","7"
"CA","94080","Government Visitor","1"
"CA","94086","Government Visitor","1"
"CA","94089","Government Visitor","5"
"CA","94102","Government Visitor","6"
"CA","94103","Government Visitor","8"
"CA","94105","Government Visitor","14"
"CA","94107","Government Visitor","2"
"CA","94108","Government Visitor","115"
"CA","94118","Government Visitor","1"
"CA","94121","Government Visitor","1"
"CA","94143","Government Visitor","1"
"CA","94403","Government Visitor","1"
"CA","94404","Government Visitor","2"
"CA","94577","Government Visitor","1"
"CA","94608","Government Visitor","1"
"CA","94610","Government Visitor","1"
"CA","94612","Government Visitor","2"
"CA","94710","Government Visitor","1"
"CA","94720","Government Visitor","2"
"CA","94804","Government Visitor","2"
"CA","94903","Government Visitor","3"
"CA","94949","Government Visitor","2"
"CA","94952","Government Visitor","1"
"CA","94954","Government Visitor","1"
"CA","94955","Government Visitor","1"
"CA","95014","Government Visitor","2"
"CA","95051","Government Visitor","1"
"CA","95054","Government Visitor","10"
"CA","95062","Government Visitor","1"
"CA","95110","Government Visitor","1"
"CA","95113","Government Visitor","2"
"CA","95482","Government Visitor","1"
"CA","95618","Government Visitor","1"
"CA","95652","Government Visitor","3"
"CA","95811","Government Visitor","1"
"CA","95818","Government Visitor","4"
"CA","90004","Intern","5"
"CA","90005","Intern","9"
"CA","90006","Intern","4"
"CA","90007","Intern","17"
"CA","90010","Intern","38"
"CA","90011","Intern","18"
"CA","90012","Intern","6"
"CA","90013","Intern","4"
"CA","90014","Intern","3"
"CA","90015","Intern","9"
"CA","90016","Intern","2"
"CA","90017","Intern","10"
"CA","90019","Intern","2"
"CA","90020","Intern","6"
"CA","90021","Intern","19"
"CA","90022","Intern","2"
"CA","90023","Intern","11"
"CA","90024","Intern","3"
"CA","90025","Intern","9"
"CA","90026","Intern","4"
"CA","90027","Intern","3"
"CA","90028","Intern","8"
"CA","90034","Intern","2"
"CA","90035","Intern","4"
"CA","90036","Intern","4"
"CA","90037","Intern","1"
"CA","90038","Intern","2"
"CA","90040","Intern","21"
"CA","90045","Intern","17"
"CA","90046","Intern","7"
"CA","90048","Intern","4"
"CA","90049","Intern","13"
"CA","90058","Intern","72"
"CA","90064","Intern","10"
"CA","90065","Intern","9"
"CA","90066","Intern","6"
"CA","90067","Intern","18"
"CA","90069","Intern","9"
"CA","90071","Intern","4"
"CA","90095","Intern","2"
"CA","90210","Intern","7"
"CA","90211","Intern","1"
"CA","90212","Intern","4"
"CA","90220","Intern","25"
"CA","90221","Intern","13"
"CA","90230","Intern","2"
"CA","90232","Intern","7"
"CA","90241","Intern","2"
"CA","90245","Intern","25"
"CA","90247","Intern","1"
"CA","90248","Intern","34"
"CA","90249","Intern","4"
"CA","90255","Intern","1"
"CA","90260","Intern","1"
"CA","90266","Intern","2"
"CA","90272","Intern","1"
"CA","90275","Intern","17"
"CA","90277","Intern","3"
"CA","90291","Intern","10"
"CA","90292","Intern","4"
"CA","90301","Intern","2"
"CA","90401","Intern","9"
"CA","90403","Intern","5"
"CA","90404","Intern","6"
"CA","90405","Intern","30"
"CA","90501","Intern","22"
"CA","90502","Intern","23"
"CA","90504","Intern","1"
"CA","90505","Intern","8"
"CA","90601","Intern","2"
"CA","90606","Intern","7"
"CA","90620","Intern","2"
"CA","90621","Intern","1"
"CA","90623","Intern","8"
"CA","90630","Intern","7"
"CA","90638","Intern","7"
"CA","90640","Intern","5"
"CA","90670","Intern","11"
"CA","90680","Intern","1"
"CA","90703","Intern","20"
"CA","90704","Intern","3"
"CA","90706","Intern","3"
"CA","90720","Intern","2"
"CA","90723","Intern","2"
"CA","90745","Intern","10"
"CA","90746","Intern","50"
"CA","90755","Intern","1"
