year_sample,tract,state,Description,county,variable_name,variable_code,census_geom_year,value,trpa_id
2022,1800,32,Tenure by Units in Structure,005,"Renter-occupied housing units: Boat, RV, van, etc.",B25032_023E,2020,0.0,3200518002020
2022,1800,32,Tenure by Units in Structure,005,Renter-occupied housing units: Mobile home,B25032_022E,2020,0.0,3200518002020
2022,1800,32,Tenure by Units in Structure,005,Renter-occupied housing units: Total,B25032_013E,2020,257.0,3200518002020
2022,1800,32,Year Structure Built,005,Built 1939 or earlier,B25034_011E,2020,0.0,3200518002020
2022,1800,32,Year Structure Built,005,Built 1940 to 1949,B25034_010E,2020,0.0,3200518002020
2022,1800,32,Year Structure Built,005,Built 1950 to 1959,B25034_009E,2020,105.0,3200518002020
2022,1800,32,Year Structure Built,005,Built 1960 to 1969,B25034_008E,2020,361.0,3200518002020
2022,1800,32,Year Structure Built,005,Built 1970 to 1979,B25034_007E,2020,878.0,3200518002020
2022,1800,32,Year Structure Built,005,Built 1980 to 1989,B25034_006E,2020,369.0,3200518002020
2022,1800,32,Year Structure Built,005,Built 1990 to 1999,B25034_005E,2020,122.0,3200518002020
2022,1800,32,Year Structure Built,005,Built 2000 to 2009,B25034_004E,2020,52.0,3200518002020
2022,1800,32,Year Structure Built,005,Built 2010 to 2019,B25034_003E,2020,28.0,3200518002020
2022,1800,32,Year Structure Built,005,Built 2020 or later,B25034_002E,2020,0.0,3200518002020
2022,1800,32,Year Structure Built,005,Total Year Built,B25034_001E,2020,1915.0,3200518002020
2022,20104,06,Housing Units by Number of Bedrooms and Tenure,061,Owner occupied: 1 bedroom,B25042_004E,2020,0.0,06061201042020
2022,20104,06,Housing Units by Number of Bedrooms and Tenure,061,Owner occupied: 2 bedrooms,B25042_005E,2020,55.0,06061201042020
2022,20104,06,Housing Units by Number of Bedrooms and Tenure,061,Owner occupied: 3 bedrooms,B25042_006E,2020,396.0,06061201042020
2022,20104,06,Housing Units by Number of Bedrooms and Tenure,061,Owner occupied: 4 bedrooms,B25042_007E,2020,226.0,06061201042020
2022,20104,06,Housing Units by Number of Bedrooms and Tenure,061,Owner occupied: 5 or more bedrooms,B25042_008E,2020,34.0,06061201042020
2022,20104,06,Housing Units by Number of Bedrooms and Tenure,061,Renter occupied: 1 bedroom,B25042_011E,2020,17.0,06061201042020
2022,20104,06,Housing Units by Number of Bedrooms and Tenure,061,Renter occupied: 2 bedrooms,B25042_012E,2020,44.0,06061201042020
2022,20104,06,Housing Units by Number of Bedrooms and Tenure,061,Renter occupied: 3 bedrooms,B25042_013E,2020,110.0,06061201042020
2022,20104,06,Housing Units by Number of Bedrooms and Tenure,061,Renter occupied: 4 bedrooms,B25042_014E,2020,0.0,06061201042020
2022,20104,06,Housing Units by Number of Bedrooms and Tenure,061,Renter occupied: 5 or more bedrooms,B25042_015E,2020,52.0,06061201042020
2022,20104,06,Housing by Units in Structure,061,"Occupied Units 1-unit, attached",B25136_004E,2020,31.0,06061201042020
2022,20104,06,Housing by Units in Structure,061,"Occupied Units 1-unit, detached",B25136_003E,2020,393.0,06061201042020
2022,20104,06,Housing by Units in Structure,061,Occupied Units 10 or more units,B25136_006E,2020,18.0,06061201042020
2022,20104,06,Housing by Units in Structure,061,Occupied Units 2-9 units,B25136_005E,2020,166.0,06061201042020
2022,20104,06,Housing by Units in Structure,061,"Vacant Units 1-unit, attached",B25136_010E,2020,14.0,06061201042020
2022,20104,06,Housing by Units in Structure,061,"Vacant Units 1-unit, detached",B25136_009E,2020,786.0,06061201042020
2022,20104,06,Housing by Units in Structure,061,Vacant Units 10 or more units,B25136_012E,2020,41.0,06061201042020
2022,20104,06,Housing by Units in Structure,061,Vacant Units 2-9 units,B25136_011E,2020,1386.0,06061201042020
2022,20104,06,Occupancy and Vacancy Status,061,Occupied Housing Units: Owner Occupied,B25003_002E,2020,383.0,06061201042020
2022,20104,06,Occupancy and Vacancy Status,061,Occupied Housing Units: Renter Occupied,B25003_003E,2020,142.0,06061201042020
2022,20104,06,Occupancy and Vacancy Status,061,Total Housing Units,B25001_001E,2020,2073.0,06061201042020
2022,20104,06,Occupancy and Vacancy Status,061,Total Housing Units: Occupied,B25002_002E,2020,525.0,06061201042020
2022,20104,06,Occupancy and Vacancy Status,061,Total Housing Units: Vacant,B25002_003E,2020,1548.0,06061201042020
2022,20104,06,Occupancy and Vacancy Status,061,"Vacant Housing Units: Seasonal, recreational, or occasional use",B25004_006E,2020,1521.0,06061201042020
2022,20104,06,Presence and Types of Internet Subscriptions,061,Broadband of any type,S2801_C01_014E,2020,497.0,06061201042020
2022,20104,06,Presence and Types of Internet Subscriptions,061,"Broadband of any type: Broadband such as cable, fiber optic or DSL",S2801_C01_017E,2020,484.0,06061201042020
2022,20104,06,Presence and Types of Internet Subscriptions,061,Broadband of any type: Cellular data plan,S2801_C01_015E,2020,462.0,06061201042020
2022,20104,06,Presence and Types of Internet Subscriptions,061,Broadband of any type: Cellular data plan: Cellular data plan with no other type of Internet subscription,S2801_C01_016E,2020,13.0,06061201042020
2022,20104,06,Presence and Types of Internet Subscriptions,061,Broadband of any type: Satellite Internet service,S2801_C01_018E,2020,33.0,06061201042020
2022,20104,06,Presence and Types of Internet Subscriptions,061,Dial-up with no other type of Internet subscription,S2801_C01_013E,2020,0.0,06061201042020
2022,20104,06,Presence and Types of Internet Subscriptions,061,Total Households No Internet Subscribtion,S2801_C01_019E,2020,28.0,06061201042020
2022,20104,06,Presence and Types of Internet Subscriptions,061,Total Households by Type of Internet,S2801_C01_012E,2020,497.0,06061201042020
2022,20104,06,Tenure by Occupants per Room,061,Owner occupied: 0.50 or less occupants per room,B25014_003E,2020,304.0,06061201042020
2022,20104,06,Tenure by Occupants per Room,061,Owner occupied: 0.51 to 1.00 occupants per room,B25014_004E,2020,79.0,06061201042020
2022,20104,06,Tenure by Occupants per Room,061,Owner occupied: 1.01 to 1.50 occupants per room,B25014_005E,2020,0.0,06061201042020
2022,20104,06,Tenure by Occupants per Room,061,Owner occupied: 1.51 to 2.00 occupants per room,B25014_006E,2020,0.0,06061201042020
2022,20104,06,Tenure by Occupants per Room,061,Owner occupied: 2.01 or more occupants per room,B25014_007E,2020,0.0,06061201042020
2022,20104,06,Tenure by Occupants per Room,061,Owner occupied: Total,B25014_002E,2020,766.0,06061201042020
2022,20104,06,Tenure by Occupants per Room,061,Renter occupied: 0.50 or less occupants per room,B25014_009E,2020,110.0,06061201042020
2022,20104,06,Tenure by Occupants per Room,061,Renter occupied: 0.51 to 1.00 occupants per room,B25014_010E,2020,32.0,06061201042020
2022,20104,06,Tenure by Occupants per Room,061,Renter occupied: 1.01 to 1.50 occupants per room,B25014_011E,2020,0.0,06061201042020
2022,20104,06,Tenure by Occupants per Room,061,Renter occupied: 1.51 to 2.00 occupants per room,B25014_012E,2020,0.0,06061201042020
2022,20104,06,Tenure by Occupants per Room,061,Renter occupied: 2.01 or more occupants per room,B25014_013E,2020,0.0,06061201042020
2022,20104,06,Tenure by Occupants per Room,061,Renter occupied: Total,B25014_008E,2020,284.0,06061201042020
2022,20104,06,Tenure by Plumbing Facilities,061,Owner occupied: Lacking plumbing facilities,B25049_004E,2020,0.0,06061201042020
2022,20104,06,Tenure by Plumbing Facilities,061,Renter occupied: Lacking plumbing facilities,B25049_007E,2020,0.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,"Owner-occupied housing units: 1, attached",B25032_004E,2020,31.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,"Owner-occupied housing units: 1, detached",B25032_003E,2020,318.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,Owner-occupied housing units: 10 to 19,B25032_008E,2020,0.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,Owner-occupied housing units: 2,B25032_005E,2020,0.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,Owner-occupied housing units: 20 to 49,B25032_009E,2020,0.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,Owner-occupied housing units: 3 or 4,B25032_006E,2020,16.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,Owner-occupied housing units: 5 to 9,B25032_007E,2020,18.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,Owner-occupied housing units: 50 or more,B25032_010E,2020,0.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,"Owner-occupied housing units: Boat, RV, van, etc.",B25032_012E,2020,0.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,Owner-occupied housing units: Mobile home,B25032_011E,2020,0.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,Owner-occupied housing units: Total,B25032_002E,2020,383.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,"Renter-occupied housing units: 1, attached",B25032_015E,2020,0.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,"Renter-occupied housing units: 1, detached",B25032_014E,2020,75.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,Renter-occupied housing units: 10 to 19,B25032_019E,2020,18.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,Renter-occupied housing units: 2,B25032_016E,2020,13.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,Renter-occupied housing units: 20 to 49,B25032_020E,2020,0.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,Renter-occupied housing units: 3 or 4,B25032_017E,2020,17.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,Renter-occupied housing units: 5 to 9,B25032_018E,2020,19.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,Renter-occupied housing units: 50 or more,B25032_021E,2020,0.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,"Renter-occupied housing units: Boat, RV, van, etc.",B25032_023E,2020,0.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,Renter-occupied housing units: Mobile home,B25032_022E,2020,0.0,06061201042020
2022,20104,06,Tenure by Units in Structure,061,Renter-occupied housing units: Total,B25032_013E,2020,142.0,06061201042020
2022,20104,06,Year Structure Built,061,Built 1939 or earlier,B25034_011E,2020,27.0,06061201042020
2022,20104,06,Year Structure Built,061,Built 1940 to 1949,B25034_010E,2020,61.0,06061201042020
2022,20104,06,Year Structure Built,061,Built 1950 to 1959,B25034_009E,2020,108.0,06061201042020
2022,20104,06,Year Structure Built,061,Built 1960 to 1969,B25034_008E,2020,291.0,06061201042020
2022,20104,06,Year Structure Built,061,Built 1970 to 1979,B25034_007E,2020,1179.0,06061201042020
2022,20104,06,Year Structure Built,061,Built 1980 to 1989,B25034_006E,2020,239.0,06061201042020
2022,20104,06,Year Structure Built,061,Built 1990 to 1999,B25034_005E,2020,89.0,06061201042020
2022,20104,06,Year Structure Built,061,Built 2000 to 2009,B25034_004E,2020,45.0,06061201042020
2022,20104,06,Year Structure Built,061,Built 2010 to 2019,B25034_003E,2020,34.0,06061201042020
2022,20104,06,Year Structure Built,061,Built 2020 or later,B25034_002E,2020,0.0,06061201042020
2022,20104,06,Year Structure Built,061,Total Year Built,B25034_001E,2020,2073.0,06061201042020
2022,20105,06,Housing Units by Number of Bedrooms and Tenure,061,Owner occupied: 1 bedroom,B25042_004E,2020,0.0,06061201052020
2022,20105,06,Housing Units by Number of Bedrooms and Tenure,061,Owner occupied: 2 bedrooms,B25042_005E,2020,69.0,06061201052020
2022,20105,06,Housing Units by Number of Bedrooms and Tenure,061,Owner occupied: 3 bedrooms,B25042_006E,2020,426.0,06061201052020
2022,20105,06,Housing Units by Number of Bedrooms and Tenure,061,Owner occupied: 4 bedrooms,B25042_007E,2020,370.0,06061201052020
2022,20105,06,Housing Units by Number of Bedrooms and Tenure,061,Owner occupied: 5 or more bedrooms,B25042_008E,2020,80.0,06061201052020
2022,20105,06,Housing Units by Number of Bedrooms and Tenure,061,Renter occupied: 1 bedroom,B25042_011E,2020,17.0,06061201052020
2022,20105,06,Housing Units by Number of Bedrooms and Tenure,061,Renter occupied: 2 bedrooms,B25042_012E,2020,57.0,06061201052020
2022,20105,06,Housing Units by Number of Bedrooms and Tenure,061,Renter occupied: 3 bedrooms,B25042_013E,2020,42.0,06061201052020
2022,20105,06,Housing Units by Number of Bedrooms and Tenure,061,Renter occupied: 4 bedrooms,B25042_014E,2020,24.0,06061201052020
2022,20105,06,Housing Units by Number of Bedrooms and Tenure,061,Renter occupied: 5 or more bedrooms,B25042_015E,2020,0.0,06061201052020
2022,20105,06,Housing by Units in Structure,061,"Occupied Units 1-unit, attached",B25136_004E,2020,34.0,06061201052020
2022,20105,06,Housing by Units in Structure,061,"Occupied Units 1-unit, detached",B25136_003E,2020,556.0,06061201052020
2022,20105,06,Housing by Units in Structure,061,Occupied Units 10 or more units,B25136_006E,2020,9.0,06061201052020
2022,20105,06,Housing by Units in Structure,061,Occupied Units 2-9 units,B25136_005E,2020,20.0,06061201052020
2022,20105,06,Housing by Units in Structure,061,"Vacant Units 1-unit, attached",B25136_010E,2020,11.0,06061201052020
2022,20105,06,Housing by Units in Structure,061,"Vacant Units 1-unit, detached",B25136_009E,2020,1379.0,06061201052020
2022,20105,06,Housing by Units in Structure,061,Vacant Units 10 or more units,B25136_012E,2020,45.0,06061201052020
2022,20105,06,Housing by Units in Structure,061,Vacant Units 2-9 units,B25136_011E,2020,148.0,06061201052020
2022,20105,06,Occupancy and Vacancy Status,061,Occupied Housing Units: Owner Occupied,B25003_002E,2020,516.0,06061201052020
2022,20105,06,Occupancy and Vacancy Status,061,Occupied Housing Units: Renter Occupied,B25003_003E,2020,107.0,06061201052020
2022,20105,06,Occupancy and Vacancy Status,061,Total Housing Units,B25001_001E,2020,2175.0,06061201052020
2022,20105,06,Occupancy and Vacancy Status,061,Total Housing Units: Occupied,B25002_002E,2020,623.0,06061201052020
2022,20105,06,Occupancy and Vacancy Status,061,Total Housing Units: Vacant,B25002_003E,2020,1552.0,06061201052020
2022,20105,06,Occupancy and Vacancy Status,061,"Vacant Housing Units: Seasonal, recreational, or occasional use",B25004_006E,2020,1508.0,06061201052020
2022,20105,06,Presence and Types of Internet Subscriptions,061,Broadband of any type,S2801_C01_014E,2020,593.0,06061201052020
2022,20105,06,Presence and Types of Internet Subscriptions,061,"Broadband of any type: Broadband such as cable, fiber optic or DSL",S2801_C01_017E,2020,563.0,06061201052020
2022,20105,06,Presence and Types of Internet Subscriptions,061,Broadband of any type: Cellular data plan,S2801_C01_015E,2020,583.0,06061201052020
2022,20105,06,Presence and Types of Internet Subscriptions,061,Broadband of any type: Cellular data plan: Cellular data plan with no other type of Internet subscription,S2801_C01_016E,2020,30.0,06061201052020
2022,20105,06,Presence and Types of Internet Subscriptions,061,Broadband of any type: Satellite Internet service,S2801_C01_018E,2020,39.0,06061201052020
2022,20105,06,Presence and Types of Internet Subscriptions,061,Dial-up with no other type of Internet subscription,S2801_C01_013E,2020,0.0,06061201052020
2022,20105,06,Presence and Types of Internet Subscriptions,061,Total Households No Internet Subscribtion,S2801_C01_019E,2020,30.0,06061201052020
2022,20105,06,Presence and Types of Internet Subscriptions,061,Total Households by Type of Internet,S2801_C01_012E,2020,593.0,06061201052020
2022,20105,06,Tenure by Occupants per Room,061,Owner occupied: 0.50 or less occupants per room,B25014_003E,2020,409.0,06061201052020
2022,20105,06,Tenure by Occupants per Room,061,Owner occupied: 0.51 to 1.00 occupants per room,B25014_004E,2020,107.0,06061201052020
2022,20105,06,Tenure by Occupants per Room,061,Owner occupied: 1.01 to 1.50 occupants per room,B25014_005E,2020,0.0,06061201052020
2022,20105,06,Tenure by Occupants per Room,061,Owner occupied: 1.51 to 2.00 occupants per room,B25014_006E,2020,0.0,06061201052020
2022,20105,06,Tenure by Occupants per Room,061,Owner occupied: 2.01 or more occupants per room,B25014_007E,2020,0.0,06061201052020
2022,20105,06,Tenure by Occupants per Room,061,Owner occupied: Total,B25014_002E,2020,1032.0,06061201052020
2022,20105,06,Tenure by Occupants per Room,061,Renter occupied: 0.50 or less occupants per room,B25014_009E,2020,58.0,06061201052020
2022,20105,06,Tenure by Occupants per Room,061,Renter occupied: 0.51 to 1.00 occupants per room,B25014_010E,2020,49.0,06061201052020
2022,20105,06,Tenure by Occupants per Room,061,Renter occupied: 1.01 to 1.50 occupants per room,B25014_011E,2020,0.0,06061201052020
2022,20105,06,Tenure by Occupants per Room,061,Renter occupied: 1.51 to 2.00 occupants per room,B25014_012E,2020,0.0,06061201052020
2022,20105,06,Tenure by Occupants per Room,061,Renter occupied: 2.01 or more occupants per room,B25014_013E,2020,0.0,06061201052020
2022,20105,06,Tenure by Occupants per Room,061,Renter occupied: Total,B25014_008E,2020,214.0,06061201052020
2022,20105,06,Tenure by Plumbing Facilities,061,Owner occupied: Lacking plumbing facilities,B25049_004E,2020,0.0,06061201052020
2022,20105,06,Tenure by Plumbing Facilities,061,Renter occupied: Lacking plumbing facilities,B25049_007E,2020,0.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,"Owner-occupied housing units: 1, attached",B25032_004E,2020,34.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,"Owner-occupied housing units: 1, detached",B25032_003E,2020,468.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,Owner-occupied housing units: 10 to 19,B25032_008E,2020,0.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,Owner-occupied housing units: 2,B25032_005E,2020,0.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,Owner-occupied housing units: 20 to 49,B25032_009E,2020,0.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,Owner-occupied housing units: 3 or 4,B25032_006E,2020,0.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,Owner-occupied housing units: 5 to 9,B25032_007E,2020,0.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,Owner-occupied housing units: 50 or more,B25032_010E,2020,0.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,"Owner-occupied housing units: Boat, RV, van, etc.",B25032_012E,2020,0.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,Owner-occupied housing units: Mobile home,B25032_011E,2020,14.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,Owner-occupied housing units: Total,B25032_002E,2020,516.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,"Renter-occupied housing units: 1, attached",B25032_015E,2020,0.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,"Renter-occupied housing units: 1, detached",B25032_014E,2020,88.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,Renter-occupied housing units: 10 to 19,B25032_019E,2020,0.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,Renter-occupied housing units: 2,B25032_016E,2020,10.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,Renter-occupied housing units: 20 to 49,B25032_020E,2020,9.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,Renter-occupied housing units: 3 or 4,B25032_017E,2020,0.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,Renter-occupied housing units: 5 to 9,B25032_018E,2020,0.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,Renter-occupied housing units: 50 or more,B25032_021E,2020,0.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,"Renter-occupied housing units: Boat, RV, van, etc.",B25032_023E,2020,0.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,Renter-occupied housing units: Mobile home,B25032_022E,2020,0.0,06061201052020
2022,20105,06,Tenure by Units in Structure,061,Renter-occupied housing units: Total,B25032_013E,2020,107.0,06061201052020
2022,20105,06,Year Structure Built,061,Built 1939 or earlier,B25034_011E,2020,163.0,06061201052020
2022,20105,06,Year Structure Built,061,Built 1940 to 1949,B25034_010E,2020,53.0,06061201052020
2022,20105,06,Year Structure Built,061,Built 1950 to 1959,B25034_009E,2020,251.0,06061201052020
2022,20105,06,Year Structure Built,061,Built 1960 to 1969,B25034_008E,2020,298.0,06061201052020
2022,20105,06,Year Structure Built,061,Built 1970 to 1979,B25034_007E,2020,782.0,06061201052020
2022,20105,06,Year Structure Built,061,Built 1980 to 1989,B25034_006E,2020,288.0,06061201052020
2022,20105,06,Year Structure Built,061,Built 1990 to 1999,B25034_005E,2020,187.0,06061201052020
2022,20105,06,Year Structure Built,061,Built 2000 to 2009,B25034_004E,2020,134.0,06061201052020
2022,20105,06,Year Structure Built,061,Built 2010 to 2019,B25034_003E,2020,19.0,06061201052020
2022,20105,06,Year Structure Built,061,Built 2020 or later,B25034_002E,2020,0.0,06061201052020
2022,20105,06,Year Structure Built,061,Total Year Built,B25034_001E,2020,2175.0,06061201052020
2022,20106,06,Housing Units by Number of Bedrooms and Tenure,061,Owner occupied: 1 bedroom,B25042_004E,2020,43.0,06061201062020
2022,20106,06,Housing Units by Number of Bedrooms and Tenure,061,Owner occupied: 2 bedrooms,B25042_005E,2020,57.0,06061201062020
2022,20106,06,Housing Units by Number of Bedrooms and Tenure,061,Owner occupied: 3 bedrooms,B25042_006E,2020,546.0,06061201062020
2022,20106,06,Housing Units by Number of Bedrooms and Tenure,061,Owner occupied: 4 bedrooms,B25042_007E,2020,150.0,06061201062020
2022,20106,06,Housing Units by Number of Bedrooms and Tenure,061,Owner occupied: 5 or more bedrooms,B25042_008E,2020,28.0,06061201062020
2022,20106,06,Housing Units by Number of Bedrooms and Tenure,061,Renter occupied: 1 bedroom,B25042_011E,2020,73.0,06061201062020
2022,20106,06,Housing Units by Number of Bedrooms and Tenure,061,Renter occupied: 2 bedrooms,B25042_012E,2020,0.0,06061201062020
2022,20106,06,Housing Units by Number of Bedrooms and Tenure,061,Renter occupied: 3 bedrooms,B25042_013E,2020,66.0,06061201062020
2022,20106,06,Housing Units by Number of Bedrooms and Tenure,061,Renter occupied: 4 bedrooms,B25042_014E,2020,0.0,06061201062020
2022,20106,06,Housing Units by Number of Bedrooms and Tenure,061,Renter occupied: 5 or more bedrooms,B25042_015E,2020,0.0,06061201062020
2022,20106,06,Housing by Units in Structure,061,"Occupied Units 1-unit, attached",B25136_004E,2020,13.0,06061201062020
2022,20106,06,Housing by Units in Structure,061,"Occupied Units 1-unit, detached",B25136_003E,2020,496.0,06061201062020
2022,20106,06,Housing by Units in Structure,061,Occupied Units 10 or more units,B25136_006E,2020,0.0,06061201062020
2022,20106,06,Housing by Units in Structure,061,Occupied Units 2-9 units,B25136_005E,2020,28.0,06061201062020
2022,20106,06,Housing by Units in Structure,061,"Vacant Units 1-unit, attached",B25136_010E,2020,0.0,06061201062020
2022,20106,06,Housing by Units in Structure,061,"Vacant Units 1-unit, detached",B25136_009E,2020,908.0,06061201062020
2022,20106,06,Housing by Units in Structure,061,Vacant Units 10 or more units,B25136_012E,2020,102.0,06061201062020
2022,20106,06,Housing by Units in Structure,061,Vacant Units 2-9 units,B25136_011E,2020,612.0,06061201062020
2022,20106,06,Occupancy and Vacancy Status,061,Occupied Housing Units: Owner Occupied,B25003_002E,2020,462.0,06061201062020
2022,20106,06,Occupancy and Vacancy Status,061,Occupied Housing Units: Renter Occupied,B25003_003E,2020,106.0,06061201062020
2022,20106,06,Occupancy and Vacancy Status,061,Total Housing Units,B25001_001E,2020,1905.0,06061201062020
2022,20106,06,Occupancy and Vacancy Status,061,Total Housing Units: Occupied,B25002_002E,2020,568.0,06061201062020
2022,20106,06,Occupancy and Vacancy Status,061,Total Housing Units: Vacant,B25002_003E,2020,1337.0,06061201062020
2022,20106,06,Occupancy and Vacancy Status,061,"Vacant Housing Units: Seasonal, recreational, or occasional use",B25004_006E,2020,1295.0,06061201062020
2022,20106,06,Presence and Types of Internet Subscriptions,061,Broadband of any type,S2801_C01_014E,2020,475.0,06061201062020
2022,20106,06,Presence and Types of Internet Subscriptions,061,"Broadband of any type: Broadband such as cable, fiber optic or DSL",S2801_C01_017E,2020,355.0,06061201062020
2022,20106,06,Presence and Types of Internet Subscriptions,061,Broadband of any type: Cellular data plan,S2801_C01_015E,2020,444.0,06061201062020
2022,20106,06,Presence and Types of Internet Subscriptions,061,Broadband of any type: Cellular data plan: Cellular data plan with no other type of Internet subscription,S2801_C01_016E,2020,65.0,06061201062020
2022,20106,06,Presence and Types of Internet Subscriptions,061,Broadband of any type: Satellite Internet service,S2801_C01_018E,2020,83.0,06061201062020
2022,20106,06,Presence and Types of Internet Subscriptions,061,Dial-up with no other type of Internet subscription,S2801_C01_013E,2020,0.0,06061201062020
2022,20106,06,Presence and Types of Internet Subscriptions,061,Total Households No Internet Subscribtion,S2801_C01_019E,2020,93.0,06061201062020
2022,20106,06,Presence and Types of Internet Subscriptions,061,Total Households by Type of Internet,S2801_C01_012E,2020,475.0,06061201062020
2022,20106,06,Tenure by Occupants per Room,061,Owner occupied: 0.50 or less occupants per room,B25014_003E,2020,332.0,06061201062020
2022,20106,06,Tenure by Occupants per Room,061,Owner occupied: 0.51 to 1.00 occupants per room,B25014_004E,2020,117.0,06061201062020
2022,20106,06,Tenure by Occupants per Room,061,Owner occupied: 1.01 to 1.50 occupants per room,B25014_005E,2020,13.0,06061201062020
2022,20106,06,Tenure by Occupants per Room,061,Owner occupied: 1.51 to 2.00 occupants per room,B25014_006E,2020,0.0,06061201062020
2022,20106,06,Tenure by Occupants per Room,061,Owner occupied: 2.01 or more occupants per room,B25014_007E,2020,0.0,06061201062020
2022,20106,06,Tenure by Occupants per Room,061,Owner occupied: Total,B25014_002E,2020,924.0,06061201062020
2022,20106,06,Tenure by Occupants per Room,061,Renter occupied: 0.50 or less occupants per room,B25014_009E,2020,49.0,06061201062020
2022,20106,06,Tenure by Occupants per Room,061,Renter occupied: 0.51 to 1.00 occupants per room,B25014_010E,2020,57.0,06061201062020
2022,20106,06,Tenure by Occupants per Room,061,Renter occupied: 1.01 to 1.50 occupants per room,B25014_011E,2020,0.0,06061201062020
2022,20106,06,Tenure by Occupants per Room,061,Renter occupied: 1.51 to 2.00 occupants per room,B25014_012E,2020,0.0,06061201062020
2022,20106,06,Tenure by Occupants per Room,061,Renter occupied: 2.01 or more occupants per room,B25014_013E,2020,0.0,06061201062020
2022,20106,06,Tenure by Occupants per Room,061,Renter occupied: Total,B25014_008E,2020,212.0,06061201062020
2022,20106,06,Tenure by Plumbing Facilities,061,Owner occupied: Lacking plumbing facilities,B25049_004E,2020,0.0,06061201062020
2022,20106,06,Tenure by Plumbing Facilities,061,Renter occupied: Lacking plumbing facilities,B25049_007E,2020,0.0,06061201062020
2022,20106,06,Tenure by Units in Structure,061,"Owner-occupied housing units: 1, attached",B25032_004E,2020,13.0,06061201062020
2022,20106,06,Tenure by Units in Structure,061,"Owner-occupied housing units: 1, detached",B25032_003E,2020,404.0,06061201062020
2022,20106,06,Tenure by Units in Structure,061,Owner-occupied housing units: 10 to 19,B25032_008E,2020,0.0,06061201062020
2022,20106,06,Tenure by Units in Structure,061,Owner-occupied housing units: 2,B25032_005E,2020,0.0,06061201062020
2022,20106,06,Tenure by Units in Structure,061,Owner-occupied housing units: 20 to 49,B25032_009E,2020,0.0,06061201062020
2022,20106,06,Tenure by Units in Structure,061,Owner-occupied housing units: 3 or 4,B25032_006E,2020,0.0,06061201062020
2022,20106,06,Tenure by Units in Structure,061,Owner-occupied housing units: 5 to 9,B25032_007E,2020,0.0,06061201062020
2022,20106,06,Tenure by Units in Structure,061,Owner-occupied housing units: 50 or more,B25032_010E,2020,0.0,06061201062020
2022,20106,06,Tenure by Units in Structure,061,"Owner-occupied housing units: Boat, RV, van, etc.",B25032_012E,2020,0.0,06061201062020
2022,20106,06,Tenure by Units in Structure,061,Owner-occupied housing units: Mobile home,B25032_011E,2020,45.0,06061201062020
2022,20106,06,Tenure by Units in Structure,061,Owner-occupied housing units: Total,B25032_002E,2020,462.0,06061201062020
2022,20106,06,Tenure by Units in Structure,061,"Renter-occupied housing units: 1, attached",B25032_015E,2020,0.0,06061201062020
2022,20106,06,Tenure by Units in Structure,061,"Renter-occupied housing units: 1, detached",B25032_014E,2020,92.0,06061201062020
