year_sample,tract,state,Description,county,variable_name,variable_code,census_geom_year,value,trpa_id
2010,001700,32,Census Household Income Distribution,005,"$35,000 to $39,999",B19001_008E,2010,21,3.2005E+14
2010,001700,32,Census Household Income Distribution,005,"$40,000 to $44,999",B19001_009E,2010,70,3.2005E+14
2010,001700,32,Census Household Income Distribution,005,"$45,000 to $49,999",B19001_010E,2010,29,3.2005E+14
2010,001700,32,Census Household Income Distribution,005,"$50,000 to $59,999",B19001_011E,2010,120,3.2005E+14
2010,001700,32,Census Household Income Distribution,005,"$60,000 to $74,999",B19001_012E,2010,24,3.2005E+14
2010,001700,32,Census Household Income Distribution,005,"$75,000 to $99,999",B19001_013E,2010,85,3.2005E+14
2010,001700,32,Census Household Income Distribution,005,"Less than $10,000",B19001_002E,2010,30,3.2005E+14
2010,001700,32,Census Household Income Distribution,005,Median Household Income,B06011_001E,2010,26295,3.2005E+14
2010,001700,32,Housing Units,005,Occupied Housing Units: Owner Occupied,H014002,2010,290,3.2005E+14
2010,001700,32,Housing Units,005,Occupied Housing Units: Renter Occupied,H004004,2010,482,3.2005E+14
2010,001700,32,Housing Units,005,Total Housing Units,H001001,2010,1236,3.2005E+14
2010,001700,32,Housing Units,005,Total Housing Units: Occupied,H003002,2010,772,3.2005E+14
2010,001700,32,Housing Units,005,Total Housing Units: Vacant,H003003,2010,464,3.2005E+14
2010,001700,32,Housing Units,005,"Vacant Housing Units: Seasonal, recreational, or occasional use",H005006,2010,336,3.2005E+14
2010,001800,32,Census Household Income Distribution,005,"$10,000 to $14,999",B19001_003E,2010,0,3.2005E+14
2010,001800,32,Census Household Income Distribution,005,"$100,000 to $124,999",B19001_014E,2010,45,3.2005E+14
2010,001800,32,Census Household Income Distribution,005,"$125,000 to $149,999",B19001_015E,2010,40,3.2005E+14
2010,001800,32,Census Household Income Distribution,005,"$15,000 to $19,999",B19001_004E,2010,16,3.2005E+14
2010,001800,32,Census Household Income Distribution,005,"$150,000 to $199,999",B19001_016E,2010,155,3.2005E+14
2010,001800,32,Census Household Income Distribution,005,"$20,000 to $24,999",B19001_005E,2010,46,3.2005E+14
2010,001800,32,Census Household Income Distribution,005,"$200,000 or more",B19001_017E,2010,227,3.2005E+14
2010,001800,32,Census Household Income Distribution,005,"$25,000 to $29,999",B19001_006E,2010,18,3.2005E+14
2010,001800,32,Census Household Income Distribution,005,"$30,000 to $34,999",B19001_007E,2010,0,3.2005E+14
2010,001800,32,Census Household Income Distribution,005,"$35,000 to $39,999",B19001_008E,2010,34,3.2005E+14
2010,001800,32,Census Household Income Distribution,005,"$40,000 to $44,999",B19001_009E,2010,40,3.2005E+14
2010,001800,32,Census Household Income Distribution,005,"$45,000 to $49,999",B19001_010E,2010,0,3.2005E+14
2010,001800,32,Census Household Income Distribution,005,"$50,000 to $59,999",B19001_011E,2010,38,3.2005E+14
2010,001800,32,Census Household Income Distribution,005,"$60,000 to $74,999",B19001_012E,2010,27,3.2005E+14
2010,001800,32,Census Household Income Distribution,005,"$75,000 to $99,999",B19001_013E,2010,82,3.2005E+14
2010,001800,32,Census Household Income Distribution,005,"Less than $10,000",B19001_002E,2010,104,3.2005E+14
2010,001800,32,Census Household Income Distribution,005,Median Household Income,B06011_001E,2010,50967,3.2005E+14
2010,001800,32,Housing Units,005,Occupied Housing Units: Owner Occupied,H014002,2010,674,3.2005E+14
2010,001800,32,Housing Units,005,Occupied Housing Units: Renter Occupied,H004004,2010,364,3.2005E+14
2010,001800,32,Housing Units,005,Total Housing Units,H001001,2010,1867,3.2005E+14
2010,001800,32,Housing Units,005,Total Housing Units: Occupied,H003002,2010,1038,3.2005E+14
2010,001800,32,Housing Units,005,Total Housing Units: Vacant,H003003,2010,829,3.2005E+14
2010,001800,32,Housing Units,005,"Vacant Housing Units: Seasonal, recreational, or occasional use",H005006,2010,490,3.2005E+14
2010,003305,32,Census Household Income Distribution,031,"$10,000 to $14,999",B19001_003E,2010,0,3.2031E+14
2010,003305,32,Census Household Income Distribution,031,"$100,000 to $124,999",B19001_014E,2010,47,3.2031E+14
2010,003305,32,Census Household Income Distribution,031,"$125,000 to $149,999",B19001_015E,2010,49,3.2031E+14
2010,003305,32,Census Household Income Distribution,031,"$15,000 to $19,999",B19001_004E,2010,37,3.2031E+14
2010,003305,32,Census Household Income Distribution,031,"$150,000 to $199,999",B19001_016E,2010,28,3.2031E+14
2010,003305,32,Census Household Income Distribution,031,"$20,000 to $24,999",B19001_005E,2010,20,3.2031E+14
2010,003305,32,Census Household Income Distribution,031,"$200,000 or more",B19001_017E,2010,29,3.2031E+14
2010,003305,32,Census Household Income Distribution,031,"$25,000 to $29,999",B19001_006E,2010,61,3.2031E+14
2010,003305,32,Census Household Income Distribution,031,"$30,000 to $34,999",B19001_007E,2010,21,3.2031E+14
2010,003305,32,Census Household Income Distribution,031,"$35,000 to $39,999",B19001_008E,2010,18,3.2031E+14
2010,003305,32,Census Household Income Distribution,031,"$40,000 to $44,999",B19001_009E,2010,31,3.2031E+14
2010,003305,32,Census Household Income Distribution,031,"$45,000 to $49,999",B19001_010E,2010,38,3.2031E+14
2010,003305,32,Census Household Income Distribution,031,"$50,000 to $59,999",B19001_011E,2010,82,3.2031E+14
2010,003305,32,Census Household Income Distribution,031,"$60,000 to $74,999",B19001_012E,2010,51,3.2031E+14
2010,003305,32,Census Household Income Distribution,031,"$75,000 to $99,999",B19001_013E,2010,75,3.2031E+14
2010,003305,32,Census Household Income Distribution,031,"Less than $10,000",B19001_002E,2010,0,3.2031E+14
2010,003305,32,Census Household Income Distribution,031,Median Household Income,B06011_001E,2010,40172,3.2031E+14
2010,003305,32,Housing Units,031,Occupied Housing Units: Owner Occupied,H014002,2010,269,3.2031E+14
2010,003305,32,Housing Units,031,Occupied Housing Units: Renter Occupied,H004004,2010,224,3.2031E+14
2010,003305,32,Housing Units,031,Total Housing Units,H001001,2010,765,3.2031E+14
2010,003305,32,Housing Units,031,Total Housing Units: Occupied,H003002,2010,493,3.2031E+14
2010,003305,32,Housing Units,031,Total Housing Units: Vacant,H003003,2010,272,3.2031E+14
2010,003305,32,Housing Units,031,"Vacant Housing Units: Seasonal, recreational, or occasional use",H005006,2010,223,3.2031E+14
2010,003306,32,Census Household Income Distribution,031,"$10,000 to $14,999",B19001_003E,2010,15,3.2031E+14
2010,003306,32,Census Household Income Distribution,031,"$100,000 to $124,999",B19001_014E,2010,59,3.2031E+14
2010,003306,32,Census Household Income Distribution,031,"$125,000 to $149,999",B19001_015E,2010,31,3.2031E+14
2010,003306,32,Census Household Income Distribution,031,"$15,000 to $19,999",B19001_004E,2010,24,3.2031E+14
2010,003306,32,Census Household Income Distribution,031,"$150,000 to $199,999",B19001_016E,2010,23,3.2031E+14
2010,003306,32,Census Household Income Distribution,031,"$20,000 to $24,999",B19001_005E,2010,48,3.2031E+14
2010,003306,32,Census Household Income Distribution,031,"$200,000 or more",B19001_017E,2010,80,3.2031E+14
2010,003306,32,Census Household Income Distribution,031,"$25,000 to $29,999",B19001_006E,2010,20,3.2031E+14
2010,003306,32,Census Household Income Distribution,031,"$30,000 to $34,999",B19001_007E,2010,86,3.2031E+14
2010,003306,32,Census Household Income Distribution,031,"$35,000 to $39,999",B19001_008E,2010,22,3.2031E+14
2010,003306,32,Census Household Income Distribution,031,"$40,000 to $44,999",B19001_009E,2010,37,3.2031E+14
2010,003306,32,Census Household Income Distribution,031,"$45,000 to $49,999",B19001_010E,2010,39,3.2031E+14
2010,003306,32,Census Household Income Distribution,031,"$50,000 to $59,999",B19001_011E,2010,80,3.2031E+14
2010,003306,32,Census Household Income Distribution,031,"$60,000 to $74,999",B19001_012E,2010,92,3.2031E+14
2010,003306,32,Census Household Income Distribution,031,"$75,000 to $99,999",B19001_013E,2010,44,3.2031E+14
2010,003306,32,Census Household Income Distribution,031,"Less than $10,000",B19001_002E,2010,22,3.2031E+14
2010,003306,32,Census Household Income Distribution,031,Median Household Income,B06011_001E,2010,24544,3.2031E+14
2010,003306,32,Housing Units,031,Occupied Housing Units: Owner Occupied,H014002,2010,347,3.2031E+14
2010,003306,32,Housing Units,031,Occupied Housing Units: Renter Occupied,H004004,2010,336,3.2031E+14
2010,003306,32,Housing Units,031,Total Housing Units,H001001,2010,1357,3.2031E+14
2010,003306,32,Housing Units,031,Total Housing Units: Occupied,H003002,2010,683,3.2031E+14
2010,003306,32,Housing Units,031,Total Housing Units: Vacant,H003003,2010,674,3.2031E+14
2010,003306,32,Housing Units,031,"Vacant Housing Units: Seasonal, recreational, or occasional use",H005006,2010,575,3.2031E+14
2010,003307,32,Census Household Income Distribution,031,"$10,000 to $14,999",B19001_003E,2010,0,3.2031E+14
2010,003307,32,Census Household Income Distribution,031,"$100,000 to $124,999",B19001_014E,2010,43,3.2031E+14
2010,003307,32,Census Household Income Distribution,031,"$125,000 to $149,999",B19001_015E,2010,0,3.2031E+14
2010,003307,32,Census Household Income Distribution,031,"$15,000 to $19,999",B19001_004E,2010,0,3.2031E+14
2010,003307,32,Census Household Income Distribution,031,"$150,000 to $199,999",B19001_016E,2010,61,3.2031E+14
2010,003307,32,Census Household Income Distribution,031,"$20,000 to $24,999",B19001_005E,2010,0,3.2031E+14
2010,003307,32,Census Household Income Distribution,031,"$200,000 or more",B19001_017E,2010,24,3.2031E+14
2010,003307,32,Census Household Income Distribution,031,"$25,000 to $29,999",B19001_006E,2010,17,3.2031E+14
2010,003307,32,Census Household Income Distribution,031,"$30,000 to $34,999",B19001_007E,2010,0,3.2031E+14
2010,003307,32,Census Household Income Distribution,031,"$35,000 to $39,999",B19001_008E,2010,54,3.2031E+14
2010,003307,32,Census Household Income Distribution,031,"$40,000 to $44,999",B19001_009E,2010,26,3.2031E+14
2010,003307,32,Census Household Income Distribution,031,"$45,000 to $49,999",B19001_010E,2010,19,3.2031E+14
2010,003307,32,Census Household Income Distribution,031,"$50,000 to $59,999",B19001_011E,2010,35,3.2031E+14
2010,003307,32,Census Household Income Distribution,031,"$60,000 to $74,999",B19001_012E,2010,54,3.2031E+14
2010,003307,32,Census Household Income Distribution,031,"$75,000 to $99,999",B19001_013E,2010,85,3.2031E+14
2010,003307,32,Census Household Income Distribution,031,"Less than $10,000",B19001_002E,2010,27,3.2031E+14
2010,003307,32,Census Household Income Distribution,031,Median Household Income,B06011_001E,2010,35303,3.2031E+14
2010,003307,32,Housing Units,031,Occupied Housing Units: Owner Occupied,H014002,2010,272,3.2031E+14
2010,003307,32,Housing Units,031,Occupied Housing Units: Renter Occupied,H004004,2010,224,3.2031E+14
2010,003307,32,Housing Units,031,Total Housing Units,H001001,2010,1245,3.2031E+14
2010,003307,32,Housing Units,031,Total Housing Units: Occupied,H003002,2010,496,3.2031E+14
2010,003307,32,Housing Units,031,Total Housing Units: Vacant,H003003,2010,749,3.2031E+14
2010,003307,32,Housing Units,031,"Vacant Housing Units: Seasonal, recreational, or occasional use",H005006,2010,541,3.2031E+14
2010,003308,32,Census Household Income Distribution,031,"$10,000 to $14,999",B19001_003E,2010,0,3.2031E+14
2010,003308,32,Census Household Income Distribution,031,"$100,000 to $124,999",B19001_014E,2010,135,3.2031E+14
2010,003308,32,Census Household Income Distribution,031,"$125,000 to $149,999",B19001_015E,2010,173,3.2031E+14
2010,003308,32,Census Household Income Distribution,031,"$15,000 to $19,999",B19001_004E,2010,21,3.2031E+14
2010,003308,32,Census Household Income Distribution,031,"$150,000 to $199,999",B19001_016E,2010,80,3.2031E+14
2010,003308,32,Census Household Income Distribution,031,"$20,000 to $24,999",B19001_005E,2010,0,3.2031E+14
2010,003308,32,Census Household Income Distribution,031,"$200,000 or more",B19001_017E,2010,142,3.2031E+14
2010,003308,32,Census Household Income Distribution,031,"$25,000 to $29,999",B19001_006E,2010,12,3.2031E+14
2010,003308,32,Census Household Income Distribution,031,"$30,000 to $34,999",B19001_007E,2010,0,3.2031E+14
2010,003308,32,Census Household Income Distribution,031,"$35,000 to $39,999",B19001_008E,2010,13,3.2031E+14
2010,003308,32,Census Household Income Distribution,031,"$40,000 to $44,999",B19001_009E,2010,37,3.2031E+14
2010,003308,32,Census Household Income Distribution,031,"$45,000 to $49,999",B19001_010E,2010,59,3.2031E+14
2010,003308,32,Census Household Income Distribution,031,"$50,000 to $59,999",B19001_011E,2010,0,3.2031E+14
2010,003308,32,Census Household Income Distribution,031,"$60,000 to $74,999",B19001_012E,2010,26,3.2031E+14
2010,003308,32,Census Household Income Distribution,031,"$75,000 to $99,999",B19001_013E,2010,12,3.2031E+14
2010,003308,32,Census Household Income Distribution,031,"Less than $10,000",B19001_002E,2010,0,3.2031E+14
2010,003308,32,Census Household Income Distribution,031,Median Household Income,B06011_001E,2010,56250,3.2031E+14
2010,003308,32,Housing Units,031,Occupied Housing Units: Owner Occupied,H014002,2010,889,3.2031E+14
2010,003308,32,Housing Units,031,Occupied Housing Units: Renter Occupied,H004004,2010,180,3.2031E+14
2010,003308,32,Housing Units,031,Total Housing Units,H001001,2010,1973,3.2031E+14
2010,003308,32,Housing Units,031,Total Housing Units: Occupied,H003002,2010,1069,3.2031E+14
2010,003308,32,Housing Units,031,Total Housing Units: Vacant,H003003,2010,904,3.2031E+14
2010,003308,32,Housing Units,031,"Vacant Housing Units: Seasonal, recreational, or occasional use",H005006,2010,765,3.2031E+14
2010,003309,32,Census Household Income Distribution,031,"$10,000 to $14,999",B19001_003E,2010,0,3.2031E+14
2010,003309,32,Census Household Income Distribution,031,"$100,000 to $124,999",B19001_014E,2010,133,3.2031E+14
2010,003309,32,Census Household Income Distribution,031,"$125,000 to $149,999",B19001_015E,2010,87,3.2031E+14
2010,003309,32,Census Household Income Distribution,031,"$15,000 to $19,999",B19001_004E,2010,20,3.2031E+14
2010,003309,32,Census Household Income Distribution,031,"$150,000 to $199,999",B19001_016E,2010,12,3.2031E+14
2010,003309,32,Census Household Income Distribution,031,"$20,000 to $24,999",B19001_005E,2010,0,3.2031E+14
2010,003309,32,Census Household Income Distribution,031,"$200,000 or more",B19001_017E,2010,124,3.2031E+14
2010,003309,32,Census Household Income Distribution,031,"$25,000 to $29,999",B19001_006E,2010,11,3.2031E+14
2010,003309,32,Census Household Income Distribution,031,"$30,000 to $34,999",B19001_007E,2010,12,3.2031E+14
2010,003309,32,Census Household Income Distribution,031,"$35,000 to $39,999",B19001_008E,2010,35,3.2031E+14
2010,003309,32,Census Household Income Distribution,031,"$40,000 to $44,999",B19001_009E,2010,56,3.2031E+14
2010,003309,32,Census Household Income Distribution,031,"$45,000 to $49,999",B19001_010E,2010,33,3.2031E+14
2010,003309,32,Census Household Income Distribution,031,"$50,000 to $59,999",B19001_011E,2010,14,3.2031E+14
2010,003309,32,Census Household Income Distribution,031,"$60,000 to $74,999",B19001_012E,2010,147,3.2031E+14
2010,003309,32,Census Household Income Distribution,031,"$75,000 to $99,999",B19001_013E,2010,303,3.2031E+14
2010,003309,32,Census Household Income Distribution,031,"Less than $10,000",B19001_002E,2010,69,3.2031E+14
2010,003309,32,Census Household Income Distribution,031,Median Household Income,B06011_001E,2010,33229,3.2031E+14
2010,003309,32,Housing Units,031,Occupied Housing Units: Owner Occupied,H014002,2010,800,3.2031E+14
2010,003309,32,Housing Units,031,Occupied Housing Units: Renter Occupied,H004004,2010,383,3.2031E+14
2010,003309,32,Housing Units,031,Total Housing Units,H001001,2010,2614,3.2031E+14
2010,003309,32,Housing Units,031,Total Housing Units: Occupied,H003002,2010,1183,3.2031E+14
2010,003309,32,Housing Units,031,Total Housing Units: Vacant,H003003,2010,1431,3.2031E+14
2010,003309,32,Housing Units,031,"Vacant Housing Units: Seasonal, recreational, or occasional use",H005006,2010,1249,3.2031E+14
2010,020104,06,Census Household Income Distribution,061,"$10,000 to $14,999",B19001_003E,2010,0,060610201042010
2010,020104,06,Census Household Income Distribution,061,"$100,000 to $124,999",B19001_014E,2010,16,060610201042010
2010,020104,06,Census Household Income Distribution,061,"$125,000 to $149,999",B19001_015E,2010,11,060610201042010
2010,020104,06,Census Household Income Distribution,061,"$15,000 to $19,999",B19001_004E,2010,11,060610201042010
2010,020104,06,Census Household Income Distribution,061,"$150,000 to $199,999",B19001_016E,2010,44,060610201042010
2010,020104,06,Census Household Income Distribution,061,"$20,000 to $24,999",B19001_005E,2010,68,060610201042010
2010,020104,06,Census Household Income Distribution,061,"$200,000 or more",B19001_017E,2010,66,060610201042010
2010,020104,06,Census Household Income Distribution,061,"$25,000 to $29,999",B19001_006E,2010,0,060610201042010
2010,020104,06,Census Household Income Distribution,061,"$30,000 to $34,999",B19001_007E,2010,11,060610201042010
2010,020104,06,Census Household Income Distribution,061,"$35,000 to $39,999",B19001_008E,2010,0,060610201042010
2010,020104,06,Census Household Income Distribution,061,"$40,000 to $44,999",B19001_009E,2010,49,060610201042010
2010,020104,06,Census Household Income Distribution,061,"$45,000 to $49,999",B19001_010E,2010,0,060610201042010
2010,020104,06,Census Household Income Distribution,061,"$50,000 to $59,999",B19001_011E,2010,67,060610201042010
2010,020104,06,Census Household Income Distribution,061,"$60,000 to $74,999",B19001_012E,2010,80,060610201042010
2010,020104,06,Census Household Income Distribution,061,"$75,000 to $99,999",B19001_013E,2010,27,060610201042010
2010,020104,06,Census Household Income Distribution,061,"Less than $10,000",B19001_002E,2010,28,060610201042010
2010,020104,06,Census Household Income Distribution,061,Median Household Income,B06011_001E,2010,24453,060610201042010
2010,020104,06,Housing Units,061,Occupied Housing Units: Owner Occupied,H014002,2010,385,060610201042010
2010,020104,06,Housing Units,061,Occupied Housing Units: Renter Occupied,H004004,2010,217,060610201042010
2010,020104,06,Housing Units,061,Total Housing Units,H001001,2010,1986,060610201042010
2010,020104,06,Housing Units,061,Total Housing Units: Occupied,H003002,2010,602,060610201042010
2010,020104,06,Housing Units,061,Total Housing Units: Vacant,H003003,2010,1384,060610201042010
2010,020104,06,Housing Units,061,"Vacant Housing Units: Seasonal, recreational, or occasional use",H005006,2010,1307,060610201042010
2010,020105,06,Census Household Income Distribution,061,"$10,000 to $14,999",B19001_003E,2010,21,060610201052010
2010,020105,06,Census Household Income Distribution,061,"$100,000 to $124,999",B19001_014E,2010,53,060610201052010
2010,020105,06,Census Household Income Distribution,061,"$125,000 to $149,999",B19001_015E,2010,41,060610201052010
2010,020105,06,Census Household Income Distribution,061,"$15,000 to $19,999",B19001_004E,2010,0,060610201052010
2010,020105,06,Census Household Income Distribution,061,"$150,000 to $199,999",B19001_016E,2010,0,060610201052010
2010,020105,06,Census Household Income Distribution,061,"$20,000 to $24,999",B19001_005E,2010,64,060610201052010
2010,020105,06,Census Household Income Distribution,061,"$200,000 or more",B19001_017E,2010,21,060610201052010
2010,020105,06,Census Household Income Distribution,061,"$25,000 to $29,999",B19001_006E,2010,53,060610201052010
2010,020105,06,Census Household Income Distribution,061,"$30,000 to $34,999",B19001_007E,2010,10,060610201052010
2010,020105,06,Census Household Income Distribution,061,"$35,000 to $39,999",B19001_008E,2010,15,060610201052010
2010,020105,06,Census Household Income Distribution,061,"$40,000 to $44,999",B19001_009E,2010,9,060610201052010
2010,020105,06,Census Household Income Distribution,061,"$45,000 to $49,999",B19001_010E,2010,51,060610201052010
2010,020105,06,Census Household Income Distribution,061,"$50,000 to $59,999",B19001_011E,2010,95,060610201052010
2010,020105,06,Census Household Income Distribution,061,"$60,000 to $74,999",B19001_012E,2010,29,060610201052010
2010,020105,06,Census Household Income Distribution,061,"$75,000 to $99,999",B19001_013E,2010,40,060610201052010
2010,020105,06,Census Household Income Distribution,061,"Less than $10,000",B19001_002E,2010,11,060610201052010
2010,020105,06,Census Household Income Distribution,061,Median Household Income,B06011_001E,2010,31550,060610201052010
2010,020105,06,Housing Units,061,Occupied Housing Units: Owner Occupied,H014002,2010,442,060610201052010
2010,020105,06,Housing Units,061,Occupied Housing Units: Renter Occupied,H004004,2010,193,060610201052010
2010,020105,06,Housing Units,061,Total Housing Units,H001001,2010,2013,060610201052010
2010,020105,06,Housing Units,061,Total Housing Units: Occupied,H003002,2010,635,060610201052010
2010,020105,06,Housing Units,061,Total Housing Units: Vacant,H003003,2010,1378,060610201052010
2010,020105,06,Housing Units,061,"Vacant Housing Units: Seasonal, recreational, or occasional use",H005006,2010,1308,060610201052010
2010,020106,06,Census Household Income Distribution,061,"$10,000 to $14,999",B19001_003E,2010,15,060610201062010
2010,020106,06,Census Household Income Distribution,061,"$100,000 to $124,999",B19001_014E,2010,35,060610201062010
2010,020106,06,Census Household Income Distribution,061,"$125,000 to $149,999",B19001_015E,2010,28,060610201062010
2010,020106,06,Census Household Income Distribution,061,"$15,000 to $19,999",B19001_004E,2010,0,060610201062010
2010,020106,06,Census Household Income Distribution,061,"$150,000 to $199,999",B19001_016E,2010,64,060610201062010
2010,020106,06,Census Household Income Distribution,061,"$20,000 to $24,999",B19001_005E,2010,28,060610201062010
2010,020106,06,Census Household Income Distribution,061,"$200,000 or more",B19001_017E,2010,39,060610201062010
2010,020106,06,Census Household Income Distribution,061,"$25,000 to $29,999",B19001_006E,2010,32,060610201062010
2010,020106,06,Census Household Income Distribution,061,"$30,000 to $34,999",B19001_007E,2010,34,060610201062010
2010,020106,06,Census Household Income Distribution,061,"$35,000 to $39,999",B19001_008E,2010,17,060610201062010
2010,020106,06,Census Household Income Distribution,061,"$40,000 to $44,999",B19001_009E,2010,18,060610201062010
2010,020106,06,Census Household Income Distribution,061,"$45,000 to $49,999",B19001_010E,2010,36,060610201062010
2010,020106,06,Census Household Income Distribution,061,"$50,000 to $59,999",B19001_011E,2010,59,060610201062010
2010,020106,06,Census Household Income Distribution,061,"$60,000 to $74,999",B19001_012E,2010,129,060610201062010
2010,020106,06,Census Household Income Distribution,061,"$75,000 to $99,999",B19001_013E,2010,100,060610201062010
2010,020106,06,Census Household Income Distribution,061,"Less than $10,000",B19001_002E,2010,17,060610201062010
2010,020106,06,Census Household Income Distribution,061,Median Household Income,B06011_001E,2010,31032,060610201062010
2010,020106,06,Housing Units,061,Occupied Housing Units: Owner Occupied,H014002,2010,483,060610201062010
2010,020106,06,Housing Units,061,Occupied Housing Units: Renter Occupied,H004004,2010,274,060610201062010
2010,020106,06,Housing Units,061,Total Housing Units,H001001,2010,1866,060610201062010
2010,020106,06,Housing Units,061,Total Housing Units: Occupied,H003002,2010,757,060610201062010
2010,020106,06,Housing Units,061,Total Housing Units: Vacant,H003003,2010,1109,060610201062010
2010,020106,06,Housing Units,061,"Vacant Housing Units: Seasonal, recreational, or occasional use",H005006,2010,1009,060610201062010
2010,020107,06,Census Household Income Distribution,061,"$10,000 to $14,999",B19001_003E,2010,176,060610201072010
2010,020107,06,Census Household Income Distribution,061,"$100,000 to $124,999",B19001_014E,2010,74,060610201072010
2010,020107,06,Census Household Income Distribution,061,"$125,000 to $149,999",B19001_015E,2010,62,060610201072010
2010,020107,06,Census Household Income Distribution,061,"$15,000 to $19,999",B19001_004E,2010,0,060610201072010
2010,020107,06,Census Household Income Distribution,061,"$150,000 to $199,999",B19001_016E,2010,0,060610201072010
2010,020107,06,Census Household Income Distribution,061,"$20,000 to $24,999",B19001_005E,2010,31,060610201072010
2010,020107,06,Census Household Income Distribution,061,"$200,000 or more",B19001_017E,2010,0,060610201072010
2010,020107,06,Census Household Income Distribution,061,"$25,000 to $29,999",B19001_006E,2010,62,060610201072010
2010,020107,06,Census Household Income Distribution,061,"$30,000 to $34,999",B19001_007E,2010,133,060610201072010
2010,020107,06,Census Household Income Distribution,061,"$35,000 to $39,999",B19001_008E,2010,71,060610201072010
2010,020107,06,Census Household Income Distribution,061,"$40,000 to $44,999",B19001_009E,2010,83,060610201072010
2010,020107,06,Census Household Income Distribution,061,"$45,000 to $49,999",B19001_010E,2010,55,060610201072010
2010,020107,06,Census Household Income Distribution,061,"$50,000 to $59,999",B19001_011E,2010,43,060610201072010
2010,020107,06,Census Household Income Distribution,061,"$60,000 to $74,999",B19001_012E,2010,166,060610201072010
2010,020107,06,Census Household Income Distribution,061,"$75,000 to $99,999",B19001_013E,2010,154,060610201072010
2010,020107,06,Census Household Income Distribution,061,"Less than $10,000",B19001_002E,2010,27,060610201072010
2010,020107,06,Census Household Income Distribution,061,Median Household Income,B06011_001E,2010,18626,060610201072010
2010,020107,06,Housing Units,061,Occupied Housing Units: Owner Occupied,H014002,2010,467,060610201072010
2010,020107,06,Housing Units,061,Occupied Housing Units: Renter Occupied,H004004,2010,766,060610201072010
